,Name,Description,Also known as,Scientific name,Substitutions
28,glutinous rice,"Despite its name, this rice isn't sweet and it doesn't contain gluten.  Instead, it's a very sticky, short-grain rice that is widely used by Asians, who use it to make sushi and various desserts.   You can buy this as either white or black (actually a rust color) rice.","botan rice, Chinese sweet rice, Japanese rice, mochi rice, pearl rice, sticky rice, sushi rice, sweet rice, waxy rice","Oryza sativa, glutinosa","['risotto rice', 'short-grain rice', 'medium-grain rice']"
29,grains,"To get information about different forms and varieties of grains, click here. If you're looking to avoid gluten, consider a gluten-free grain, like amaranth, buckwheat, corn, quinoa, rice, and teff. ","cereal grains, cereals",,"['cauliflower', 'butternut squash', 'lettuce', 'zucchini']"
30,grits,These are grains that have been cut into smaller pieces so they cook faster.,"cracked grains, steel-cut grains",,"['oatmeal', 'cream of wheat']"
31,hato mugi,"Look for these large, pressed barley kernels in Asian markets.","Job's tears, pressed barley",Hordeum vulgare,['pearl barley']
32,Himalayan red rice,"This is a Himalayan version of our long-grain brown rice, only the bran is red, not brown.",,Oryza longistaminata,['long-grain rice']
33,hominy,"These are hulled corn kernels that have been stripped of their bran and germ. Southern cooks usually boil whole or ground hominy until it's tender, and then they serve it in much the same way that Northern cooks would serve potatoes.  Varieties include lye hominy, which is made by soaking corn kernels in a weak lye bath, and pearl hominy, which is made by crushing corn kernels mechanically.   White hominy is made from white corn kernels, and the sweeter yellow hominy is made from yellow.  Samp is coarsely ground or broken hominy, while hominy grits are more finely ground.  You can buy hominy canned or dried.","posole, pozole",Zea mays,"['barley grits', 'dried beans', 'buckwheat', 'potato']"
34,hominy grits,"This Southern staple is made from hominy or plain corn that's been ground until it has the consistency of coarse sand.  It's used as a side dish, a breakfast cereal, or as an ingredient in baked goods.  Varieties include quick-cooking grits and instant grits.","corn grits, grits",Zea mays,"['polenta', 'buckwheat grits', 'barley grits']"
35,hulled barley,"This is the least processed form of barley, with just the outermost hull removed.  While it's chewier and slower to cook than more processed forms of barley, it's rich in fiber and really good for you.   Look for it in health food stores.",barley groats,Hordeum vulgare,"['pot barley', 'pearl barley', 'barley grits', 'buckwheat groats']"
36,instant oats,"These are very thin, precooked oats that need only be mixed with a hot liquid.  They usually have flavorings and salt added.  They're convenient, but not as chewy and flavorful as slower-cooking oats.",,Avena sativa,['quick oats']
37,instant rice,"This is white rice that's been precooked and dehydrated so that it cooks quickly.   It's relatively expensive, though, and you sacrifice both flavor and texture. White instant rice cooks in about five minutes, brown in about ten.  Minute Rice is a well-known brand.",precooked rice,Oryza sativa,['long-grain rice']
38,jasmine rice,Jasmine rice is a long-grain rice produced in Thailand that's sometimes used as a cheap substitute for basmati rice. It has a subtle floral aroma.   It's sold as both a brown and white rice.,"Thai basmati rice, Thai jasmine rice",Oryza sativa,"['basmati rice', 'popcorn rice', 'Patna rice', 'long-grain rice']"
39,kalijira rice,This tiny aromatic rice is grown in Bangladesh.  It cooks fast and is especially good in rice puddings.,baby basmati rice,Oryza sativa,['basmati rice']
40,kamut® brand berries,"Though this contains gluten, it's tolerated by many people with gluten allergies.  But even people who aren't troubled by allergies often prefer this sweet, buttery grain to wheat.",,Triticum turanicum,['wheat berries']
41,kamut® brand flakes,"This has a sweet, nutty flavor and lots of protein.  Though it contains gluten, it's tolerated by many people with gluten allergies.",,Triticum turanicum,"['rolled oats', 'rye flakes', 'barley flakes']"
42,kamut® brand wheat,"This ancient grain is related to durum wheat, and was reintroduced to the world after an American found some kernels of it in an Egyptian tomb.  It's high in protein and has a sweet, buttery flavor.  Though it contains gluten, it's tolerated by many people with gluten allergies.",,Triticum turanicum,"['spelt', 'wheat']"
43,kasha,"This is the Russian name for buckwheat groats that have been toasted in oil to remove buckwheat's natural bitterness and to bring out a sweeter, nuttier flavor.  They come whole or crushed into a coarse, medium, or fine grain.","kasza, roasted buckwheat groats, toasted buckwheat groats",Fagopyrum esculentum,"['buckwheat groats', 'Rice']"
44,koji rice,Koji rice is made by fermenting rice with the koji mold (Aspergillus oryzae). It is an ancient practice stated in japan over 1000 years ago. The koji fungus can also be added to grain and beans. Koji rice is often used in brewing sake.,komekoji,Oryza sativa,"['white rice', 'brown rice']"
45,long-grain rice,"Long-grain rice has slender grains that stay separate and fluffy after cooking, so this is the best choice if you want to serve rice as a side dish, or as a bed for sauces.  American long-grain rice (which includes Carolina rice) has a somewhat bland flavor, and is what cookbooks usually have in mind when they call for long-grain rice. Patna rice is a mild rice grown in India.  Basmati rice, another Indian import, has a nutty taste and goes well with many Indian and Middle Eastern dishes. Jasmine rice is also aromatic, and usually less expensive than Basmati. It often accompanies Thai and Vietnamese dishes. Americans have crossed Basmati with American long-grain rice to get popcorn rice, which is milder and less expensive than basmati.  Another hybrid is wild pecan rice, which retain most of the bran for a nutty, chewy flavor.",long grain rice,Oryza sativa,['medium-grain rice']
46,meal,"These are whole grains that are ground until they have the consistency of sand.   They're then used to make hot cereals and breads. Stone-ground meal is ground between stones, giving it a grittier consistency.",,,[]
47,medium-grain rice,Medium-grain rice is shorter and stickier than long-grain rice.  It's great for making paella and risotto.,,Oryza sativa,"['risotto rice', 'Spanish rice', 'short-grain rice']"
48,millet,"Unhulled millet is widely used as birdseed, but many health food stores carry hulled millet for human consumption. It's nutritious and gluten-free, and has a very mild flavor that can be improved by toasting the grains.",,Eleusine coracana,"['quinoa', 'bulgur', 'couscous']"
49,nixtamal,"This is made with dried corn that's been simmered in a solution of lime and water.  This loosens the hulls from the corn kernels and makes the kernels softer and more nutritious.  Mexican cooks grind nixtamal into masa, which they use to make tortillas.",uncooked posole,Zea mays,['hominy']
50,oat bran,,,Avena sativa,['wheat bran']
51,oat groats,"Oat groats are minimally processed--only the outer hull is removed.  They're very nutritious, but they're chewy and need to be soaked and cooked a long time.","whole oat groats, whole oats",Avena sativa,['wheat berries']
52,Oats,"	Oats are highly nutritious and filled with cholesterol-fighting soluble fiber.   They also have a pleasant, nutty flavor.  Most of us are familiar with rolled oats, which are used as a hot breakfast cereal and cookie ingredient, but many health food stores also stock oat groats and oat bran.",,Avena sativa,[]
53,Patna rice,This is a long-grain rice grown in India.,,Oryza sativa,"['basmati rice', 'long-grain rice']"
54,pearl barley,"This is the most common form of barley, but not the most nutritious.  While hulled barley loses only the thick outer hull in the milling process, pearl barley is stripped of the nutritious bran layer as well, leaving just the ""pearl"" inside.  Despite this, it's still fairly nutritious.   It takes about an hour to cook.",pearled barley,Hordeum vulgare,"['hato mugi', 'arborio rice', 'orzo', 'buckwheat groats']"
55,pearled grains,These are more processed than whole grains.  This makes them less nutritious but they cook up faster and have a more tender texture.,,,[]
56,pinipig,Filipino cooks use these glutinous rice flakes to make desserts and drinks.,"pounded dried rice, young rice flakes",Oryza sativa,[]
57,popcorn,Air-popped popcorn is a terrific snack that's high in fiber and low in fat -- assuming that you don't add lots of butter and salt.,,Zea mays,['white corn']
58,popcorn rice,"This rice is a cross between basmati and American long-grain. It can be found as a brown rice or a polished white rice. Common brands include Texmati, Delta Rose, and Cajun Country Popcorn. The name popcorn refers to the taste not the apperance.","American basmati, della rice",,"['basmati rice', 'long-grain rice']"
59,pot barley,"This isn't as heavily processed as pearl barley, in that the endosperm is left intact, along with the inner pearl of the kernel. It takes about an hour to cook. Look for it in health food stores.",Scotch barley,Hordeum vulgare,"['pearl barley', 'hulled barley']"
60,psyllium seed husks,"This is a good source of soluble fiber, and is often used as a laxative.  Make sure you drink lots of water along with it.","flea seed, plantago seed husks, PSH",Plantago,['oat bran']
61,puffed rice,"Look for this in Indian markets. 
Substitutes:  Rice Krispies",,Oryza sativa,[]
62,purple corn,Peruvians use this to make beautiful purple drinks and puddings,maiz morado,Zea mays,[]
63,quick oats,These are thin flakes of oatmeal that cook up in about three or four minutes.  They're a good choice for oatmeal cookies.,"easy oats, quick oatmeal, quick-cooking oatmeal, quick-cooking oats",Avena sativa,"['rolled oats', 'instant oats']"
64,quick-cooking barley,"This is similar to pearl barley in taste and nutrients, but it only takes about 10 minutes to cook since it's been pre-steamed.   It's often served either hot as a side dish or cold in a salad.",,Hordeum vulgare,['pearl barley']
65,quinoa,"This ancient seed was a staple of the Incas.   It cooks quickly and has a mild flavor and a delightful, slightly crunchy, texture.  It's got a lot of the amino acid lysine, so it provides a more complete protein than many other cereal grains.  It comes in different colors, ranging from a pale yellow to red to black.   Rinse quinoa before using to remove its bitter natural coating.",hie,Chenopodium quinoa,"['couscous', 'Rice', 'bulgur', 'millet', 'buckwheat groats', 'amaranth seeds']"
66,quinoa flakes,"This is steamed, rolled, and flaked quinoa.   It's used like oatmeal to make a hot cereal.",,Chenopodium quinoa,['rolled oats']
67,Rice,"Rice is the most important food crop in Asia.  It can be cooked whole and served with stir-fries, sauces, and curries, or made into flour, wine, cakes, vinegar, milk, flakes, noodles, paper, and tea. 

Rice is classified mostly by the size of the grain. Long-grain rice is long and slender. The grains stay separate and fluffy after cooking, so this is the best choice if you want to serve rice as a side dish, or as a bed for sauces. Medium-grain rice is shorter and plumper, and works well in paella and risotto.   Short-grain rice is almost round, with moist grains that stick together when cooked. It's the best choice for rice pudding and molded salads.  Other specialty varieties include Spanish rice for paella, glutinous rice for sushi and rice balls, and risotto rice for risotto. Most varieties are sold as either brown or white rice, depending upon how they are milled.   Brown rice retains the bran that surrounds the kernel, making it chewier, nuttier, and richer in nutrients.   White rice lacks the bran and germ, but is more tender and delicate. It's less nutritious than brown rice, but you can partially compensate for that by getting enriched white rice. Brown rice takes about twice as long to cook as white rice. Converted rice is beige. It tastes a lot like white rice, but it has more nutrients. Instant rice is white rice that's been precooked and dehydrated. It's convenient, but expensive and bland.",,Oryza,"['horchata', 'couscous', 'orzo', 'kasha', 'quinoa', 'risi', 'rice bean', 'potato']"
68,risotto rice,"This plump white rice can absorb lots of water without getting mushy, so it's perfect for making risotto.  The best comes from Italy.  Arborio is very well-regarded, but Carnaroli, Roma, Baldo, Padano, and vialone nano = nano are also good.  The highest Italian risotto rice grade is superfino. Lesser grades are (in descending order) fino, semi-fino, and commune.  You can sometimes find brown risotto rice, which has more fiber and nutrients, but it isn't nearly as creamy as white risotto rice.  Never rinse risotto rice--you'll wash off the starch that gives it such a creamy consistency.","Arborio rice, Carnaroli rice, nano, Padano rice, Piedmont rice, Roma rice, vialone nano",Oryza sativa,"['Spanish rice', 'short-grain rice', 'pearl barley', 'medium-grain rice']"
69,rolled oats,"These are oat groats that are steamed, rolled, and flaked so that they cook quickly.   They're often cooked as a breakfast cereal, added raw to granola or muesli mixes, or used to make oatmeal cookies.  Regular rolled oats take about five minutes to cook.  If you're in a hurry, try quick oats or instant oats.  These have thinner flakes, so they cook faster","flaked oatmeal, flaked oats, oatflakes, oatmeal, old-fashioned oatmeal, old-fashioned oats, rolled oatmeal",Avena sativa,"['steel-cut oats', 'quick oats', 'instant oats', 'triticale flakes', 'rye flakes']"
70,Rye,"Rye isn't as nutritious as other grains, but it's hardy enough to grow in very cold climates. This has made it a staple of Northern Europeans, who use it to make breads, crackers, and whiskey. It has a distinctive, hearty flavor that's best when combined with other assertive ingredients.",,Secale cereale,['triticale']
71,rye berries," Soak these overnight before cooking.  Soaked and cooked rye berries are sometimes added to breads for extra texture, or used to make pilafs or hot breakfast cereals.",whole rye berries,Secale cereale,"['triticale berries', 'wheat berries', 'buckwheat groats']"
72,rye flakes,"These are often combined with other grains, then cooked to make a hot breakfast cereal.",rolled rye,Secale cereale,"['rolled oats', 'triticale flakes']"
73,short-grain rice,"This is sticky, though not as much as glutinous rice.  It's a good choice if you're making sushi or rice pudding, and it also works pretty well in a risotto or paella.  Brown short-grain rice isn't as sticky.","pearl rice, round grain rice",Oryza sativa,"['medium-grain rice', 'long-grain rice']"
74,soft wheat berries,These are softer than hard wheat berries.,pastry berries,Triticum aestivum,['wheat berries']
75,Spanish rice,"This is a medium-grain rice that's perfectly suited to making paella.  Varieties include include Granza rice, and the highly regarded (but difficult to find) Valencia rice.",paella rice,Oryza sativa,"['risotto rice', 'short-grain rice']"
76,spelt,"Spelt has been around for thousands of years, but it's recently enjoying a resurgence in popularity. It's believed to be a relative of wheat, and it tastes like a mild version of it. Though it contains gluten, it's tolerated by many people who are allergic to gluten.","dinkle, farro, German wheat",Triticum spelta,"['all-purpose flour', 'oat flour']"
77,spelt berries," Spelt has a nutty flavor, similar to that of wheat.  Though it contains gluten, it's often tolerated by people with wheat allergies.",spelt kernels,Triticum spelta,"['kamut® brand berries', 'wheat berries']"
78,spelt flakes,"Like rolled oats, spelt flakes are commonly cooked to make a hot breakfast cereal.",rolled spelt,Triticum spelta,"['kamut® brand flakes', 'wheat flakes', 'rolled oats']"
79,sprouting barley,"This is unrefined barley, used for making barley sprouts.  Don't try to cook with it--it's got a very thick hull.",,Hordeum vulgare,[]
80,steel-cut oats,"These are groats that have been chopped into small pieces.  They're chewier than rolled oats, and grain aficionados often prefer them for hot oatmeal cereals and muesli","coarse-cut oatmeal, coarse-cut oats, Irish oatmeal, Irish oats, pinhead oatmeal, pinhead oats, porridge oatmeal, porridge oats, Scotch oatmeal, Scotch oats, steel-cut oatmeal",Avena sativa,"['rolled oats', 'oat groats']"
81,teff,"This Ethiopian staple is the world's smallest grain.  Since it's too tiny to process, teff isn't stripped of nutrients like other, more refined grains.  As a result, it's a nutritional powerhouse, especially rich in protein and calcium, and it's gluten-free.  It has a sweet, nutty flavor and is sometimes eaten as a hot breakfast cereal.  It comes in different colors that range from creamy white to reddish-brown.","annual bunch grass, Williams lovegrass",Eragrostis tef,['quinoa']
82,Thai purple sticky rice,"This turns a rich dark purple when cooked. The color bleeds, so it's best to pair it with other dark ingredients. Thai cooks often use it in desserts.","Thai black glutinous rice, Thai black sticky rice","Oryza sativa, glutinosa",['glutinous rice']
83,triticale,"Triticale is a wheat-rye cross that's higher in protein than either of its parents. It has a pleasant enough wheat-like flavor, but it's prized mostly for its hardiness and ability to grow in poor soils.",,Triticosecale,"['wheat', 'Rye']"
84,triticale berries,"Triticale berries are similar to wheat berries, though they also have a subtle rye flavor.",,Triticosecale,"['rye berries', 'cracked wheat']"
85,triticale flakes,You can use these like rolled oats to make a hot breakfast cereal.   They cook up in about 15 minutes.,"flaked triticale, rolled triticale",Triticosecale,"['rolled oats', 'rye flakes', 'kamut® brand flakes']"
86,unhulled buckwheat groats,These are used for making sprouts.,,Fagopyrum esculentum,[]
87,Wehani rice,This russet-colored rice is derived from basmati rice.,,Oryza sativa,"['brown rice', 'wild pecan rice', 'basmati rice']"
88,wheat,"Wheat's got a pleasant, nutty flavor and lots of nutrients, but it's prized most for being rich in gluten, the stuff that makes baked goods rise. Most wheat is ground into flour, but whole or cracked grains are used in pilafs and salads, and wheat flakes are made into hot cereals or granolas.",,Triticum aestivum,"['triticale', 'kamut® brand wheat']"
89,wheat berries,"These are wheat kernels that have been stripped only of their inedible outer hulls.  They're nutritious, but they take hours to cook.  If you don't have the patience to use the whole berries, try the more convenient cracked wheat, bulgur, or wheat flakes.","hard wheat berries, whole wheat berries",Triticum aestivum,"['kamut® brand berries', 'spelt berries', 'soft wheat berries', 'triticale berries', 'cracked wheat', 'bulgur']"
90,wheat flakes,"This is wheat that's been steamed, rolled, and flaked.  Wheat flakes are often cooked as a hot cereal, or added raw to granola mixes.",rolled wheat,Triticum aestivum,"['triticale flakes', 'rolled oats']"
91,white corn,Peruvians make popcorn and corn nuts out of this.,maiz blanco,Zea mays,['popcorn']
92,white rice,"Most varieties of rice are processed into white rice at the mill, where the grains are scoured to remove the husk, bran, and part of the germ.  This processing strips some of the nutrients, but make the rice tender and fast-cooking.  Many producers sell enriched white rice, which restores some of the nutrients.  If well-sealed, white rice can be stored almost indefinitely in a cool, dry place.","pearled rice, polished rice",Oryza sativa,"['converted rice', 'brown rice']"
93,whole grains,"These are grains that are either unprocessed or stripped only of their tough outer hulls.  By themselves, whole grains are bland, so it's best to combine them with more assertive ingredients.  It also helps to toast the grains before cooking them--this boosts their flavor and speeds up the cooking a bit.","berries, groats",,[]
94,wild pecan rice,"This chewy, nutty-tasting hybrid contains neither wild rice nor pecans.  It's only partially milled, so it retains some of the bran and has a nutty flavor.",pecan rice,Oryza sativa,"['popcorn rice', 'Wehani rice', 'basmati rice', 'brown rice']"
95,wild rice,"This isn't a rice, but rather a grass seed. Compared to rice, it's richer in protein and other nutrients and has a more distinctive, nutty flavor. The downside is that it's more expensive than rice and takes longer to cook. It's especially good with poultry and game. Cultivated wild rice isn't as expensive--nor as flavorful--as ""wild"" wild rice.Wild rice or manoomin is an important traditional food source for North American Indians. It grows naturally in marshes and the wet margins of lakes but is also grown commercially. There are three main species of the genus Zizania in North America; palustris (northern wild rice), aquatica (annual or southern wild rice) and texana (Texas wild rice).","annual wild rice, Canada rice, good berry, Indian rice, manoomin, northern wild rice, southern wild rice, Texas wild rice, water oats",Zizania,"['wild pecan rice', 'brown rice']"
