,Name,Description,Also known as,Scientific name,Substitutions
102,rice paper,"These thin, fragile sheets are used to make spring rolls, but they also make good all-purpose wrappers, baking pan liners, and even lasagne noodles.  The sheets are brittle, so you need to moisten them with water before wrapping foods in them.  Keep them moist while you work with them by covering the stack with a damp towel.  Rice paper doesn't need to be cooked, but it's sturdy enough to be steamed or deep-fried.  Look for it in Asian markets.  It can be stored in a cool, dark place for many months.","banh trang wrappers, spring roll wrappers, Vietnamese rice paper",,"['phyllo', 'egg roll wrapers', 'yufka', 'puff pastry dough']"
103,rice starch,,,,"['corn starch', 'arrowroot']"
104,rose petals,,,,['violet']
105,rosella,This is grown in Africa.,,,['cranberry']
106,roux,"This is a thickener that's made from equal weights of flour and a fat, like butter or meat drippings.  It's especially good for thickening rich, hearty stews and gravies.  To make it, heat the fat in a pan, then gradually whisk in the flour.  Cook the mixture, stirring constantly, for at least several minutes, then gradually whisk in the hot liquid you're trying to thicken.  You must then cook the sauce for at least 30 minutes to prevent it from acquiring a grainy texture and a starchy, floury taste.   Some cooks make large batches of roux, and store it in the refrigerator or freezer.",,,"['Instant flour', 'corn starch', 'potato starch', 'rice starch', 'Lentils', 'dried beans', 'Rice']"
107,sage blossoms,,,Salvia officinalis,[]
108,Sago starch,"This flour is made from the inner pulp of the sago palm. It's often used to make pudding, but it can also serve as an all-purpose thickener. Look for it in Asian markets.","pearl sage, sago",,['tapioca pearls']
109,sahlab,"This is made from orchid tubers and has a pleasant, flowery smell. Look for it in Middle Eastern markets.",,,['corn starch']
110,sake lees,"This is what's left over after sake has been pressed from the fermented rice mash.  The Japanese marinate fish and meats in it to improve flavor and texture.  It's available either in doughy sheets, or as a thick mush.","kasu, sakekasu",,['sake']
111,salmon roe,These eggs just explode in your mouth. They make wonderful hors d'oeuvres.,"ikura, red caviar, salmon caviar",Salmonidae,"['smoked salmon roe', 'trout caviar', 'golden caviar', 'flying fish roe', 'caviar', 'lumpfish roe']"
