,Name,Description,Also known as,Scientific name,Substitutions
18,Asian wheat noodles,"These are made with wheat flour, salt, water, and sometimes eggs and flavorings.   Always cook wheat noodles in plenty of boiling water.  Some Asian cooks recommend cooking them until they're al dente (cooked through, but still firm), while others suggest cooking them a bit longer to make them softer.  Rinse the noodles in cold water after they're done and let them drain.  Toss them about to prevent them from sticking together, then fry them, or add them to your stir-fry or soup.  Supermarkets often carry several varieties of dried Asian noodles, which can be stored indefinitely.  Asian markets often carry fresh noodles, which can be kept for two or three days in your refrigerator.",,,"['pasta', 'rice noodles']"
19,aspic powder,"This is used to make a gelatinous glaze for cold meat, fish, or vegetables.  When finished, the dish is said to be served ""in aspic.""   Commercial aspic powder is made of gelatin, salt, and other flavorings.  It also comes in sheets, called aspic leaves.","aspic jelly powder, aspic leaves",,['gelatin']
20,astri,These tiny pasta shapes are usually served in a broth or very light soup.,,,['soup pasta']
21,avena,These tiny pasta shapes are usually served in a broth or very light soup.,,,['soup pasta']
22,bajri flour,Poor farmers in India and Pakistan use this millet flour to make bread and griddle cakes.  It's gluten-free.  Look for it in India markets.,kurakkan,,['sorghum flour']
23,bamboo leaves,"Southeast Asians use these to wrap and tie rice packets before steaming.  They're hard to find fresh, but Asian markets often carry dried leaves in plastic bags. Soak them in warm water before using to prevent them from cracking.",,,['lotus leaves']
24,banana leaves,"People in the tropics use these huge leaves to line cooking pits and to wrap everything from pigs to rice.  The leaves impart a subtle anise fragrance to food and protect it while it's cooking.  Frozen leaves--once thawed--work just fine.  Boil the leaves before using them to keep them from cracking.  Look for banana leaves among the frozen foods in Asian, Hispanic, or specialty markets.",,Musa acuminata,"['aluminum foil', 'parchment paper', 'corn husks', 'hoja santa leaves', 'ti leaves']"
25,barley flour,"other nonwheat flour  Notes:  To see how to substitute other flours for wheat flours when making yeast breads, see the listing under all-purpose flour.",,,"['wheat flour', 'rice flour', 'all-purpose flour']"
26,barquette,This is a small round or oval pastry shell that's usually topped with sweet or savory fillings.,,,"['patty shell', 'croustade', 'tart shell']"
27,bavettine,"These are long rods, narrower than linguine but wider than spaghetti. They're best with light, delicate sauces.",mezze linguine,,"['linguine', 'spaghetti', 'fettuccine', 'pappardelle']"
28,bean curd skin noodles,"These Chinese noodles are made from yuba, the skin that forms on soy milk when it's heated. They're chewy and very nutritious.",yuba noodles,,['yuba']
29,bean threads,"These slender, gelatinous noodles are widely used throughout China and Southeast Asia.  They're made from mung beans and almost flavorless, though they readily absorb other flavors.   They're commonly used in soups, stir-fries, salads, desserts, and even drinks.  Before using, soak them in hot water until they're soft and transparent (about 15 minutes), then add them to boiling water and cook them for no more than a minute.  Rinse them in cold water and drain.  The dried noodles can also be deep fried to make a crunchy garnish or bed for sauces.","bai fun, bean thread vermicelli, bun tao, bun tau, cellophane noodles, Chinese vermicelli, crystal noodles, fan si, fen si, fen szu, fun see, glass noodles, green bean thread noodles, invisible noodles, jelly noodles, mung  bean threads, mung pea noodles, pancit sotanghon, peastarch noodles, pekyasan, powdered silk noodles, sai fun, saifun, shining noodles, silver noodles, slippery noodles, sohoon, soo hoon, su boon, su un, tanghoon, translucent noodles, transparent noodles, transparent vermicelli, tung boon, vermicelli noodles, woon sen",,"['harusame', 'rice vermicelli', 'shirataki', 'rice sticks']"
30,beurre manié,"This flour-butter mixture is used to correct overly thin sauces at the last minute.  To make it, blend equal weights of butter and flour, then knead them together.  After you whisk it into a sauce, let it cook for no more than a minute or two, since sauces thickened with flour pick up a starchy taste after they've cooked for a few minutes.","beurre manie, kneaded butter",,"['roux', 'tapioca starch']"
31,big couscous,,,,[]
32,bigoli,"This Venetian pasta resembles thick spaghetti, only it has a rough surface to better absorb flavorful sauces. It's good with shellfish, beans, or hearty meat sauces.",,,"['spaghetti', 'vermicelli']"
33,biscuit mix,"Use this mix to make biscuits as well as pancakes and other baked goods.  Bisquick is a well-known brand.   To make biscuits from biscuit mix, combine 2 parts biscuit mix with 1 part water, roll out on floured surface, cut into biscuits, and bake for about 10 minutes at 425º.",,Triticum aestivum,['shortening']
34,black pasta,"This is pasta flavored with squid or cuttlefish ink, which turns it black.  It's best served with shellfish.","pasta nera, squid-ink pasta",,[]
35,blue atole flour,This is blue cornmeal that's been roasted. It's cooked and served for breakfast much like oatmeal.,,,[]
36,bread dough,"You can make this yourself, or buy ready-made dough in the frozen foods sections of your supermarket.  In addition to baking them into bread, you can use them to make breadsticks, pizza dough, buns, rolls, and bagels.",,Triticum aestivum,['baked pizza crust']
37,bread flour,"This flour has a high level of gluten, which gives bread more structure.  Don't confuse it with gluten flour (also called vital wheat gluten), which is pure gluten and used as a bread additive or to make seitan.
To see how to substitute other flours when making yeast breads, see the listing under all-purpose flour.","hard-wheat flour, high-gluten flour, strong flour",Triticum aestivum,['all-purpose flour']
38,buckwheat flour,"This is a low-gluten gray flour that's great in pancakes and pastas. To see how to substitute other flours for wheat flours when making yeast breads, see the listing under all-purpose flour",,Fagopyrum esculentum,"['nonwheat flour', 'buckwheat groats', 'all-purpose flour']"
39,cake flour,"Includes:   self-rising cake flour   These substitutions will perform better if you also do this:  (1) Mix the batter as little as possible. (2) Separate eggs, beat the whites, and fold them into the batter.",soft-wheat flour,Triticum aestivum,"['pastry flour', 'corn starch']"
40,calamaretti,"These look like rings of squid (""calamari"" in Italian).  They're great with sauces.",,,"['paccheri', 'rigatoni', 'elicoidali', 'tortiglioni']"
41,cannelloni,"Cannelloni (""big reeds"" in Italian) are large pasta tubes that are usually stuffed with a meat or cheese filling, covered in sauce, and baked. The name is also used for the finished casserole.",,,"['manicotti', 'tufoli', 'egg roll wrapers']"
42,canneroni,"Canneroni (""big reeds"" in Italian) are small, short tubes of pasta.",,,['ditali']
43,cannolicchi,"These are short, grooved tubes of pasta.",,,"['penne', 'ziti', 'canneroni']"
44,capellini,"These are thin rods of Italian pasta, just a bit thicker than angel hair pasta.  They're normally served in a broth or with a very light sauce.",,,"['angel hair pasta', 'vermicelli', 'taglierini', 'spaghettini', 'spaghetti']"
45,cappelletti,"These are two-inch squares of Italian pasta that are stuffed with filling, and then folded into the shape of a hat. They're usually served with a light sauce, or in a broth or pasta salad.",alpine hats,,"['agnolotti', 'tortellini', 'ravioli']"
46,carrageen,"This purple seaweed can be cooked as a nutritious vegetable, but cooks are often more interested in the liquid it cooks in, for it thickens like gelatin when it cools.   It's widely used in the British Isles to make puddings and molded gelatin desserts, or to thicken soups.  A carrageen extract, called carrageenan, is used commercially to make ice cream, jelly, and other things.  To use the dried seaweed as a thickener, first rinse it carefully, then soak it in water until it swells.  Next add the carrageen to the liquid you wish to set, boil the liquid for about 10 minutes, then strain out and discard the carrageen.  Look for dried carrageen in health food stores.","carragheen, Irish moss",,"['agar', 'gelatin']"
47,casarecce,"Casarecci means ""homemade"" in Italian, and these short lengths of rolled and twisted Italian pasta are great at trapping sauces. ","casarecci, cesariccia",,"['fusilli', 'strozzapreti', 'gigli', 'farfalle']"
48,cashew flour,This is hard to find.,,Anacardium occidentale,['nut flour']
49,cassava flour,Brazilians use this as a thickener for stews. Look for it in Hispanic markets.,"casabe, farinha de mandioca, manioc flour",Manihot esculenta,"['gari', 'breadcrumbs', 'all-purpose flour']"
50,cavatappi,"This is a type of Italian pasta shaped like a short, slender corkscrew.","cellentani, serpentini",,"['fusilli', 'farfalle', 'cavatelli', 'orecchiette', 'macaroni']"
51,cavatelli,"Cavatelli has two meanings.  It usually refers to small pasta shells that resemble tiny hot dog buns and are often served with thick, chunky sauces or in pasta salads.   The name is less commonly used for a type of dumpling made with ricotta cheese.",,,"['orecchiette', 'gnocchetti', 'rotini', 'malloreddus']"
52,cérnametélt,,cernametelt,,[]
53,chapati flour,This is a blend of wheat and malted barley flours used to make chapatis.  Look for it in Indian markets.,"atta, chapatti flour, chappati flour",,['whole wheat flour']
54,chestnut flour,"Italian use chestnut flour to make rich desserts, and sometimes breads and pasta. It also makes terrific pancakes. Don't confuse it with water chestnut flour, which is used in Asian cuisine.","farina di castagne, roasted chestnut flour, sweet chestnut flour",Castanea,"['almond flour', 'hazelnut flour']"
55,chickpea flour,Look for this in Indian markets or health food stores.,"besan (flour), chana flour, cici flour, garbanzo bean flour, gram flour",,"['chickpea', 'yellow pea', 'all-purpose flour']"
56,Chinese egg noodles,"These wheat noodles are made with eggs, which adds flavor, color, and body.   They're often used to make chow mein (in which the cooked noodles are formed into a pancake and fried on both sides) and lo mein (in which the noodles are stir-fried along with the other ingredients).   Chow mein noodles are usually cut a bit thinner than lo mein noodles, but the two can be used interchangeably.  Chinese egg noodles are available both fresh and dried; and some are flavored with shrimp.  Cook fresh noodles in boiling water for about 3 minutes, dried for about 5 minutes.  Don't confuse these with fried chow mein noodles, which are used in Americanized Chinese dishes, particularly Chinese chicken salad.  Some brands are labeled ""imitation noodles""; these aren't made with eggs, but have yellow food coloring added.",dan mien,,"['egg roll wrapers', 'Chinese wheat noodles', 'crispy chow mein noodles', 'fettuccine', 'linguine', 'spaghetti', 'Rice']"
57,Chinese noodles,"The Chinese like their noodles long and slippery, the better to slurp down noisily.  They're especially fond of wheat noodles, which they use in soups, and wheat and egg noodles, which they use in stir-fries and chow mein, their famous fried noodle dish.  Rice noodles and bean threads are also popular.","mein, mian, min",,"['fettuccine', 'lo mein noodles', 'Chinese egg noodles']"
58,Chinese wheat noodles,"These delicate noodles are mostly used in soups.   They're available fresh, dried, or frozen, and they come in various sizes, some as thin as vermicelli, others as thick and wide as fettuccine.  Before using, the Chinese boil the noodles (about 3-4 minutes for fresh, 5-10 for dried) and then rinse them in cold water.","Chinese wheat starch noodles, ganmien",,"['Chinese egg noodles', 'Japanese noodles', 'crispy chow mein noodles', 'Pasta Rods', 'Pasta Ribbons', 'wonton noodles', 'ramen', 'Rice']"
59,chitarra,"These pasta rods resemble spaghetti, only their cross-sections are square instead of round.  They're named after the guitar strings that were traditionally used to cut the pasta.",spaghetti alla chitarra,,"['spaghetti', 'linguine', 'spaghettini', 'fettuccine']"
60,chow mein noodles,"These egg and wheat flour noodles are used to make chow mein, in which the cooked noodles are formed into a pancake and fried on both sides.",,,"['Hong Kong noodles', 'Chinese egg noodles', 'Chinese wheat noodles']"
61,chuka soba noodles,These are Japanese ramen noodles that are dyed yellow and usually lower in fat.,,,"['ramen', 'soba', 'saimin']"
62,ciriole,"A specialty of the Umbrian region of Italy, this is a ribbon of pasta that's been twisted and stretched until it's a long, thin rod, roughly twice the diameter of spaghetti.",,,"['stringozzi', 'tagliatelle', 'linguine']"
63,ClearJel,"This modified cornstarch is the secret ingredient that many commercial bakers use in their fruit pie fillings. Unlike ordinary cornstarch, ClearJel® works well with acidic ingredients, tolerates high temperatures, and doesn't cause pie fillings to weep"" during storage. ClearJel® is an especially good choice if you're canning homemade pie fillings, since it doesn't begin thickening until the liquid begins to cool. This allows the heat the be more evenly distributed within the jar during processing. This is such an important safety advantage that ClearJel® is the only thickener the USDA recommends for home canning. You can also use ClearJel® to thicken sauces, stews, and the like, though it's a rather expensive all-purpose thickener. One downside is that products thickened with ClearJel® tend to break down if they're frozen and thawed. If you plan to freeze what you're making, use Instant ClearJel®, arrowroot, or tapioca starch. ClearJel® is available either as pearls or powder from mail-order suppliers, but it's not yet available in grocery stores.","Clear-jel, ClearJel® starch",,"['Instant Clearjel', 'tapioca starch', 'arrowroot starch', 'corn starch']"
64,conchiglie,"This Italian pasta resembles conch shells.  It's often served with tomato or meat sauces, or in pasta salads.  A smaller version for soups is called conchigliette, while larger, stuffable shells are called conchiglioni.","maruzze, pasta shells, pipe rigate",,"['lumache', 'fusilli', 'gemelli', 'farfalle', 'radiatori', 'penne', 'macaroni', 'rigatoni', 'ziti', 'rotelle', 'conchiglie', 'cannelloni']"
65,conchigliette,This is a tiny version of a classic Italian pasta shape:  the conchiglie or conch shell.  Conchigliette is most often used as a soup pasta.,baby shells,,"['ditalini', 'tubettini', 'stelle', 'soup pasta']"
66,conchiglioni,Pasta shaped like conch shells come in various sizes; this is the largest.  It's often stuffed and baked.,"giant shells, jumbo shells",,"['lumaconi', 'manicotti', 'canneroni']"
67,coralli,These tiny tubes of pasta are normally used in soups.,,,"['orzo', 'acini di pepe', 'tubettini', 'conchigliette', 'soup pasta']"
68,corn flour,"To see how to substitute other flours for wheat flours when making yeast breads, see the listing under all-purpose flour.",,Zea mays,"['cornmeal', 'cornmeal', 'nonwheat flour']"
69,corn husks,"Hispanic cooks use these, both fresh and dried, to wrap tamales before steaming them.   Before using, soak the husks in hot water for about 30 minutes to make them more pliable.",hoja de maíz,Zea mays,"['banana leaves', 'aluminum foil', 'hoja santa leaves']"
70,corn pasta,"This is made with corn flour instead of the traditional durum wheat.  It's popular among people with wheat allergies, but it tends to get mushy.",,,"['polenta', 'kamut pasta', 'spelt pasta', 'quinoa pasta', 'rice noodles']"
71,corn starch,"One tablespoon (1/4 ounce) thickens one cup of liquid.  Notes:   This silky powder is used to thicken sauces, gravies, and puddings.  Like other starch thickeners, cornstarch should be mixed into a slurry with an equal amount of cold water before it's added to the hot liquid you're trying to thicken.  You then need to simmer the liquid, stirring constantly, for a minute or so until it thickens.   Cornstarch doesn't stand up to freezing or prolonged cooking, and it doesn't thicken well when mixed with acidic liquids.  Cornstarch is called cornflour or maize cornflour in Britain, Australia, and New Zealand.  Don't confuse cornstarch with the finely ground cornmeal that Americans call corn flour","corn starch, cornflour, crème de mais, maize cornflour",Zea mays,"['arrowroot starch', 'Instant Clearjel', 'tapioca starch', 'potato starch', 'kudzu powder', 'flour', 'water chestnut starch', 'almond powder']"
72,corn tortilla,"These thin round wraps are widely used in southern Mexico, and they're the preferred tortilla for making tacos and enchiladas.  They should be served hot.   If you're watching calories, do this by cooking them on a hot, dry frying pan or by wrapping them in moist paper towels and briefly heating them in a microwave oven.  If calories aren't an issue, fry them in oil.  You can make corn tortillas at home if you have a tortilla press.  Just mix masa harina with enough water to make a bread-like dough, press the dough until it's very thin, and then cook the tortilla in a hot, dry frying pan.  Readymade corn tortillas are available in most supermarkets.",,,"['flour tortilla', 'flour', 'corn chips']"
73,cornmeal,"Cornmeal comes in different colors:  white, yellow, and blue.  Yellow cornmeal has more beta carotene than the others, while blue cornmeal has more protein and turns baked goods purple.  Larger supermarkets also carry stone-ground cornmeal = water-ground cornmeal, which is more tasty and nutritious than regular cornmeal, but doesn't keep as long.  See also self-rising cornmeal.","blue cornmeal, mealie meal, stone-ground cornmeal, water-ground cornmeal",,"['polenta', 'corn flour', 'corn chips']"
74,cornstarch noodles,"These Filipino noodles are made with cornstarch. Before using, soak them in hot water until they're soft.","pancit lug-lug, pancit luglug",,['bean threads']
75,couscous,"Includes pre-cooked couscous = instant couscous, which is the most common form, and traditional couscous, which takes longer to cook.  Many cooks think traditional couscous is worth the extra trouble.",,,['Rice']
76,cream of rice,,,Oryza sativa,"['cream of wheat', 'farina']"
77,cream of wheat,,,,"['cream of rice', 'oatmeal']"
78,creste di galli,"This version of Italian pasta is shaped like creste di galli (""cockscomb"" in Italian).",,,"['macaroni', 'gigli', 'farfalle']"
79,crispy chow mein noodles,"These fried noodles add crunch to Chinese chicken salad.  They're also used, improbably enough, to make chocolate haystack cookies.  Don't confuse this with Chinese wheat noodles, which are also sometimes called chow mein noodles.","crunchy chow mein noodles, fried chow mein noodles",,"['rice vermicelli', 'spaghetti']"
80,csiga noodles,These tiny Hungarian egg noodles are shaped like screws.,"csiga teszta, csigateszta",,[]
81,dal flour,"This is flour ground from Indian legumes. Varieties include besan flour (made from channa dal), urad dal flour, and mung dal flour.","besan flour, legume flour, mung dal flour, urad dal flour",,[]
82,dhokra flour,"This Indian flour is made from a blend of rice, urad dal, and chickpeas.  It's used to make cakes that look like squares of cornbread, which Indians steam and garnish with grated coconut, tamarind sauces, and other seasonings.","dhokla flour, dokla flour, dokra flour",,[]
83,ditali,"These are small tubes of pasta, well suited for vegetable soups. It's also one of the shapes used to make Spaghetti-Os.",,,"['tubetti', 'macaroni', 'ziti', 'soup pasta']"
84,ditalini,"This is a small version of ditali, a tubular pasta shape.   Tiny ditalini are usually served in a broth or vegetable soup, and is one of the shapes used to make Spaghetti-Os.",,,"['tubetti', 'soup pasta']"
85,dumpling wrappers,"These thin round wrappers are used to make the delicate dumplings that are so popular at dim sum restaurants.  They're made to be stuffed and steamed, but they're not sturdy enough to be fried.   While assembling the dumplings, keep the stack of wrappers moist by covering them with a damp towel.  You can seal the dumplings with a ""glue"" made with cornstarch and water.  Look for fresh or frozen wrappers in Asian markets.   Store them in the refrigerator or freezer, but let them come to room temperature before using.","dumpling skins, shao mai skins, shiu mai wrappers, shu mai skins, siu mai skins, su my wrappers",,"['wonton wrappers', 'egg roll wrapers', 'pasta sheet']"
86,durum wheat flour,Semolina is made from durum wheat.,"hourani, timilia",Triticum durum,['semolina']
87,e-fu noodles,"These are flat Chinese egg noodles that are formed into round 8""-diameter patties, fried and then dried.  Before using, cook them in boiling water briefly, then drain.  The noodles can then be added to stir-fries, soups, or salads.","yee-fu noodles, yi mien, yi noodles, yifu noodles",,"['pancit Canton', 'Chinese egg noodles', 'Chinese wheat noodles']"
88,egg barley,"These Hungarian dumplings are made of flour, eggs, and water.  To prepare them, fry them in butter or lard, then add water to cover.  Simmer for about 30 minutes, adding more water if necessary, until the dumplings are soft.  Look for packages of them in Hungarian or German markets.","egg drops, Hungarian egg barley, tarhonya",,['spaetzle']
89,egg noodles,,,,"['linguine', 'fettuccine', 'Pasta Ribbons']"
90,egg roll wrapers,"The Chinese use these dough squares to make deep-fried egg rolls.   While assembling the egg rolls, keep the stack of wrappers moist by covering them with a damp towel.  You can seal the rolls with a ""glue"" made with cornstarch and water.   Look for fresh wrappers in Asian markets and many supermarkets.  Store them in the refrigerator or freezer, but let them come to room temperature before using.","egg roll skins, eggroll skins, eggroll wrappers",,"['pasta sheet', 'rice paper', 'phyllo']"
91,egg yolks,"Higher in fat, but increasing the egg yolks in a baked good often makes it moister and more flavorful.
Egg yolks make wonderful thickeners--imparting both a rich flavor and velvety smooth texture--but they're tricky to use.  You can't just whisk them into a simmering sauce--they'd curdle on contact.  Instead, you need to ""temper"" them by adding some of the hot liquid to the egg yolks, whisking the mixture together, and then adding it to the sauce.  To prevent the yolks from coagulating, you need to keep the sauce below 190°, although this rule can be broken if the sauce has a lot of flour in it.  Finally, never cook sauces with egg yolks in aluminum pans or they'll turn gray.",,Gallus gallus domesticus,['egg']
92,einkorn flour,"Einkorn flour is made from an ancient variety of wheat first domesticated in the southern Turkey 10,000 years ago. Einkorn is a hardy wheat species but is low yielding. It has a nutty flavor and results in a chewy bread.","escanda menor (Spanish), littlespelt, petit épeautre (French), piccolo farro (Italian)",Triticum monococcum,"['all-purpose flour', 'durum wheat flour']"
93,elicoidali,"This Italian pasta consists of medium-sized, flat-cut tubes with spiraling ridges on the outside (elicoidali is Italian for ""helix"").",,,"['rigatoni', 'ziti', 'macaroni', 'penne']"
94,empanada wrappers,"Hispanic cooks wrap these six-inch diameter rounds of dough around sweet or savory fillings, and then bake or fry them.   Look for them among the frozen foods in Hispanic markets.",,,"['wonton wrappers', 'pasta sheet']"
95,fadennudeln,,,,['vermicelli']
96,fagottini,This Italian stuffed pasta is usually filled with ricotta cheese and various vegetables. ,"fiochetti, sacchetti",,[]
97,farfalle,"Farfalle is an Italian pasta, often made with eggs, that resembles bowties or butterflies. It's often served with chunky sauces or in pasta salads. A smaller version is called farfallini, while a larger version is called farfallone. Strichetti is farfalle made with an egg dough.","bow ties, bow-tie pasta, bows, butterfly pasta, stricchetti, strichetti",,"['conchiglie', 'radiatori', 'fusilli', 'Pasta Tubes']"
98,farfalline,"This Italian pasta is a small version of farfalle, or bow-tie pasta. Farfalline is usually served in a broth or very light soup.",,,['soup pasta']
99,farina,Cream of Wheat is a popular brand.,sooji,,"['cream of rice', 'grits']"
100,fedelini,"These Italian pasta rods are just a bit thicker than vermicelli.  They're usually served with a very light sauce, or broken up and served in a broth.",fidelini,,"['angel hair pasta', 'vermicelli', 'spaghetti', 'fideos']"
101,fettuccine,"Fettuccine noodles are long, relatively thick ribbons of pasta. A narrower version is called fettuccelli, while a wider one is called fettucci. Egg fettucine goes well with cream sauces.","fettuccelli, fettucci, fettucine",,"['tagliatelle', 'pappardelle', 'linguine', 'bavettine', 'trennette', 'perciatelli', 'fusilli', 'spaghetti']"
102,fideos,"Mexican and Spanish cooks use these short, curved strands of pasta in soups.",,,"['vermicelli', 'angel hair pasta', 'fedelini', 'soup pasta']"
103,fig leaf,These are great for wrapping delicately flavored foods before grilling them.,,Ficus carica,"['lotus leaves', 'grape leaves', 'corn husks']"
104,Filipino noodles,"In their soups and stir-fries, Filipinos like to use pancit canton, yellow noodles made of wheat flour and coconut oil.  Slippery cornstarch noodles (called pancit luglug), are used in soups and salads.",pancit,,"['pancit Canton', 'pancit Canton', 'vermicelli']"
105,fischietti,,,,['soup pasta']
106,flavored pasta,"Several manufacturers make flavored pastas, many of which have vibrant colors.  Popular flavors include egg (egg pasta, or pasta all'uovo), spinach (green pasta, or pasta verde), tomato, beet (purple pasta, or pasta viola), carrot (red pasta, or pasta rossa), winter squash (orange pasta, or pasta arancione), squid ink (black pasta, or pasta nera), truffle (truffle pasta, or pasta al tartufo), and chile.","colorata, colored pasta, green pasta, orange pasta, pasta arancione, pasta rossa, pasta verde, pasta viola, purple pasta, red pasta",,[]
107,flour tortilla,"These thin flour wraps from northern Mexico are used to make burritos, chimichangas, fajitas and other Mexican dishes.  They're more pliable than corn tortillas, so they're a good choice if you need to roll or fold the tortillas before cooking them.  Flour tortillas come in different sizes, including small, thick ""fajita tortillas"" to large, thin ""burrito tortillas.""","burrito tortillas, fajita tortillas",,"['corn tortilla', 'chapati']"
108,fregola,"This Sardinian specialty is thought to be an ancestor of modern pasta.  It consists of small, chewy balls made from coarsely ground semolina.  It can be used as a bed for sauces, but it's also terrific in soups.",fregula,,"['couscous', 'soup pasta']"
109,funghini,These tiny pasta shapes look like mushrooms and are usually served in a broth or very light soup.  A larger version called funghetti works well in thicker soups.,,,['soup pasta']
