,Name,Description,Also known as,Scientific name,Substitutions
63,bernaise sauce,Bernaise sauce is similar to hollandaise sauce. It is often served with beef and chicken.,,,['Hollandaise Sauce']
64,berry syrup,"Berry syrups make a wonderful topping to pancakes, waffles, French toast, oatmeal, ice cream, pies, and other dishes. To make your own: See the recipe for Sweet Berry Syrups on recipegoldmine.com, or for Berry Syrup on RecipeSource.",,,"['maple syrup', 'pancake syrup']"
65,berry wine,"These wines are made from berries, including blackberries, loganberries, cranberries, elderberries, strawberries, raspberries, kiwi fruit, boysenberries, and currants.  They tend to be very sweet, and some are fortified to raise the alcohol level.  They're usually served chilled as a beverage, or poured on ice cream or fruit as a dessert.",,,['fruit liqueurs']
66,betel leaf,"The Vietnamese wrap beef in these leaves, while others chew them like gum.",pupulu,Piper betle,"['shiso', 'grape leaves']"
67,bitter orange juice,,"bigarade orange juice, Seville orange juice, sour orange juice",,"['lime', 'orange', 'orange juice']"
68,bittersweet chocolate,"This is a sweetened chocolate that's heavy on the cocoa solids and light on the sugar, giving it a rich, intense chocolate flavor.  Many pastry chefs prefer bittersweet to semi-sweet or sweet chocolate, but the three can be used interchangeably in most recipes.  The best bittersweet chocolates contain at least 50% cocoa solids.",,,"['semi-sweet chocolate', 'sweet chocolate']"
69,black bean sauce,"This is made from fermented black beans.  A variation is hot black bean sauce, which has chile paste added, and black bean sauce with garlic.
See the Asian Black Bean Sauce posting on RecipeSource.com.",,,"['bean sauce', 'chili bean paste']"
70,black cumin seeds,"Indian cooks use this spice in many of their curries and tandoori dishes.  It's darker and sweeter than ordinary cumin.  To bring out its nutty flavor, it helps to toast the seeds briefly before using them.","kala jeera, royal cumin seeds, saah jeera, shahi jeera",,"['cumin', 'nigella']"
71,black currant jelly,Black currant jelly is sweeter than more common red currant jelly.,,Ribes,"['muscadine jelly', 'apple jelly', 'grape jelly']"
72,black currant vinegar,,"vinegar, black currant",Ribes nigrum,"['cranberry vinegar', 'blueberry vinegar']"
73,black garlic,Black garlic results from the aging of regular garlic in a controlled environment. It has a softer milder taste.,,Allium sativum,['softneck garlic']
74,black muscat wine,"This is a late harvest dessert wine made with black muscat grapes and sometimes fortified with brandy.  Unlike many dessert wines, it goes well with chocolate.",,,"['Banyuls', 'port', 'porter ale']"
75,black mustard seeds,Indian cooks prefer these over the larger yellow mustard seeds that are more common in the west.  Look for this in Indian markets or health food stores.,,,"['brown mustard seeds', 'yellow mustard seeds']"
76,black pepper,,black peppercorns,Piper nigrum,"['white pepper', 'papaya seeds', 'green pepper']"
77,black salt,"Look for this in Indian markets, either ground or in lumps. It's more tan than black, and has a very strong, sulfuric flavor.","kala namak, sanchal",,['table salt']
78,black sesame seeds,Look for this in Asian markets,,Sesamum indicum,['sesame seed']
79,black stone flower,Black stone flower is a lichen used as a spice in soups and meat dishes.,kalpasi,Parmotrema perlatum,[]
80,black treacle,"This is the British version of America's blackstrap molasses.  It's common in Britain, but hard to find in the United States. Look for it in specialty markets.  Don't confuse this with golden syrup, which is sometimes called light treacle.",dark treacle,,"['blackstrap molasses', 'molasses', 'golden syrup']"
81,blackstrap molasses,"This has a strong, bitter flavor, and it's not very sweet.  It's sometimes used to make chili.  Look for it in health food stores.","black strap molasses, molassas, blackstrap",,['black treacle']
82,blueberry jam,,,Vaccinium sect. Cyanococcus,"['raspberry preserves', 'gooseberry preserves']"
83,blueberry vinegar,,"vinegar, blueberry",Vaccinium sect. Cyanococcus,"['black currant vinegar', 'cranberry vinegar']"
84,blush Wine,"""Blush"" is displacing ""rosé"" as the name given to pink wines, though some people use the name rosé to describe darker pink wines.  Whatever name you give them, they're usually made from red grapes that are only allowed to ferment a few days--too short a time for the grape skins to impart a deeper color to the wine.  The result is a pink, fruity wine that's best served chilled and goes best with poultry, seafood, and spicy dishes.   These wines are quite popular, but wine snobs think they're boring.  Don't cook with these wines--they aren't flavorful enough.","pink wine, rose wine, rosé wine",,"['Gewürztraminer', 'Beaujolais', 'white wine']"
85,boldo leaves,"These small leaves have a strong woodsy aroma.  They're hard to find, but Hispanic markets sometimes carry dried leaves in cellophane bags.",,Peumus boldus,"['Indian bay leaf', 'bay leaf']"
86,Bon Appetit seasoning,,,,"['celery salt', 'Beau Monde seasoning']"
87,borage,"Borage is best known for its attractive blue flowers, but Europeans sometimes use the leaves as an herb in salads and soups.  Borage has a mild flavor that's been likened to that of cucumbers.  The leaves are covered with prickly, throat-catching hairs, so it's best to either blanch them or chop them finely before serving them.",starflower,Borago officinalis,"['spinach', 'escarole', 'nasturtium', 'violet', 'rose petals']"
88,Bordeaux wine (red),"The Bordeaux region in France produces excellent red wines, especially in the districts of Médoc, Haut-Médoc, and St. Emilion.  These wines are rich and complex, and usually made with a blend of Cabernet Sauvignon, Cabernet Franc, and Merlot grapes.   Bordeaux wines with the generic label ""Bordeaux Wine"" usually aren't as good as those with more specific appellations, like ""St. Emilion Wine.""   Red Bordeaux wines go especially well with lamb and poultry.",claret,,"['Cabernet Sauvignon', 'Merlot', 'Burgundy wine (red)']"
89,Bordeaux wine (white),"The Bordeaux region in France is renown for its red wines, but it also produces excellent white wines, made with Sauvignon Blanc and Sémillon grapes.",,,['Sauvignon blanc']
90,bouquet garni,,,,"['clove', 'thyme', 'bay leaf', 'summer savory']"
91,bourbon extract,,,,['Bourbon whiskey']
92,brandy,"Brandy is often served as an after-dinner drink, or added to coffee. According to legend, it was first produced when an enterprising sea captain distilled wine in order to save space on his ship. He planned to reconstitute it with water when he arrived at his home port, but those who sampled the new concoction liked it just the way it was.Today, most brandy is distilled from white wine, though red wine and other fermented fruit juices are also used. It's then aged in oak barrels for several years.To learn about different varieties of brandy, click here.",,,"['brandy extract', 'Bourbon whiskey', 'fruit syrup']"
93,brandy extract,"People use this to impart the flavor of brandy without the alcohol.   Though brandy extracts are made with alcohol, such a small amount is needed in any recipe that the end product is virtually non-alcoholic.",,,"['brandy', 'vanilla extract', 'rum extract']"
94,brown cardamom,"Pods of this spice are sold in Indian markets. Some recipes call for the entire pod to be used, others call for the ground seeds. Don't confuse this with the more common (green) cardamom, which comes in round green or tan pods.",,,['cardamom']
95,brown mustard seeds,These are smaller and hotter than the yellow mustard seeds that most western cooks are familiar with.  Look for this in Indian markets.,,,"['black mustard seeds', 'yellow mustard seeds']"
96,brown rice syrup,"Health buffs like this because it contains complex sugars, which are absorbed more slowly into the bloodstream.  It's about half as sweet as ordinary table sugar. Some rice syrups include barley malt, and may pose a problem for people with gluten allergies.","rice bran syrup, rice malt, rice syrup, yinnie syrup",Oryza,"['maple syrup', 'molasses', 'barley malt syrup', 'honey']"
97,brown rice vinegar,,,Oryza,"['rice vinegar', 'cider vinegar']"
98,Burgundy wine (red),"Burgundy is a region in eastern France that produces excellent red wines, but the Burgundy wines produced in the United States are usually inexpensive jug wines made from different grape varieties.",,,"['Beaujolais', 'Bordeaux wine (red)', 'Gamay', 'Gamay Beaujolais', 'Rioja']"
99,Burgundy wine (white),"Burgundy is a region in eastern France that produces excellent red and white wines. Some of the better wine-producing areas in Burgundy are Chablis and Pouilly-Fuissé, both of which produce exquisite white wines from Chardonnay grapes. Burgundy wines produced in the United States are usually inexpensive blends of different grape varieties.",,,['Bordeaux wine (white)']
100,butter salt,This salt has extremely fine grains.  It's used to salt butter.,,,['fine salt']
101,butterscotch chips,,,,"['chocolate chips', 'peanut butter chips']"
102,Cabernet Franc,"Cabernet Franc grapes are related to Cabernet Sauvignon, but they make for a lighter, fruitier wine.  The wine is often blended with others, but sometimes sold as a varietal wine.",,,"['Bordeaux wine (red)', 'Cabernet Sauvignon', 'Merlot', 'Zinfandel']"
103,Cabernet Sauvignon,"Cabernet Sauvignon grapes make a hearty, complex red wine that's especially good with roasted meats and heavy stews.  Domestic Cabernets are often excellent.",Cab,,"['Bordeaux wine (red)', 'Merlot', 'Zinfandel']"
104,cachaça,"This sugarcane brandy is made in Brazil, where the name means ""burning water.""  Velho Barreto is a well-regarded brand.","burning water, cachaca, pinga",,"['white rum', 'tequila', 'grappa', 'marc']"
105,Cajun spice mix,,,,['creole spice mix']
106,calamondin juice,,,,"['kalamansi juice', 'key lime juice']"
107,California bay leaf,The more potent California bay leaf is highly prized due to the complexity of its flavor.,,Umbellularia californica,['bay leaf']
108,candied angelica,These are used to make decorative flower stems on cakes.,,,['marzipan']
109,candied apricot,,"abricot glacé, glace apricot, glacéed apricot",,[]
110,candied chestnuts,"A French specialty, these are whole chestnuts that are candied in a sugar syrup. They're used to make various desserts.",marrons glacés,Castanea,['chestnut cream']
111,candied citron peel,,,,['sugar']
112,candied citrus peel,,,,"['grapefruit', 'orange', 'water', 'water']"
113,candied flowers,,,,['sugar']
114,candied fruit,,"glace fruits, glacé fruits, glah-SAY",,['dried apricot']
115,candied ginger,"Candied ginger is ginger that is stored in a sugary syrup, but the name is also sometimes used for crystallized ginger, which is ginger that's been cooked in syrup, then dried out and rolled in sugar. The two are often used interchangeably.",,,['ginger jam']
116,candied grapefruit peel,,,,['grapefruit']
117,candied lemon peel,,,,['water']
118,candied orange peel,,,,['sugar']
119,candied pineapple,,,,[]
120,candy cane pieces,These are broken up candy canes used as a topping on cookies and cakes.,,,"['sprinkles', 'jimmies']"
121,cane vinegar,"This is made from sugar cane syrup, and varies in quality. You can get cheap cane vinegar in Filipino markets, but the Vinegarman at www.vinegarman.com recommends that you hold out for the smoother Steen's Cane Vinegar, which is made in Louisiana.",sukang iloko,,"['white vinegar', 'white wine vinegar', 'rice vinegar']"
122,caramels,,,,[]
123,caraway seed,"These are widely used in Eastern Europe, especially for flavoring rye bread, cheeses, and sauerkraut.  Toast them first over low heat in a frying pan for a few minutes to bring out the aroma.","meridian fennel, Persian cumin",Carum carvi,"['dill seed', 'anise seed', 'cumin']"
124,cardamom,"Cardamom figures prominently into the cuisines of India, the Middle East, North Africa, and Scandinavia.  It best to buy cardamom seeds still encased in their natural flavor-protecting pods, which you discard after you remove the seeds.  You can also buy cardamom without the pods, called cardamom seeds = decorticated cardamom, but the unprotected seeds lose flavor quickly.  Ground cardamom seeds are even less flavorful.  Recipes that call for cardamom usually intend for you to use green cardamom, named for the green pods that encase the seeds.  Some producers bleach the green hulls to a pale tan, but this makes them less aromatic.  Brown cardamom is a similar spice that Indians use in savory dishes.","cardamon, green cardamom",Elettaria,"['brown cardamom', 'cinnamon', 'cinnamon', 'nutmeg', 'cinnamon', 'coriander seeds', 'fennel', 'ginger root']"
125,carob,"Carob is sometimes used as a substitute by those unfortunates who are allergic to chocolate, since its flavor is vaguely similar.  Others use it as a healthy alternative to chocolate, since it contains less fat and no caffeine.  It's available as raw pods, chips, and either as toasted or untoasted powder (toasting helps bring out the flavor).  Look for it in health food stores.","Algarrobo , honey locust, locust bean, St. John's bread",,['cocoa']
126,carob chips,You can use these in place of chocolate chips in cookies or trail mix.,,,['chocolate chips']
127,carrot juice,,,Daucus carota,[]
128,cashew butter,"This is an interesting alternative to peanut butter, though it's a bit pricey.",,Anacardium occidentale,['cashew']
129,cassia cinnamon,"Most of the cinnamon that's sold in America is cassia, which is cheaper and more bitter than the choice Ceylon cinnamon.","cassia, Chinese cassia, Chinese cinnamon, false cinnamon",,"['cinnamon', 'nutmeg', 'allspice']"
130,cayenne pepper - ground,"Dried cayenne peppers are sold either whole, crushed (called red pepper flakes), or ground into a powder called cayenne pepper.  Cayenne pepper is fairly hot and has a smoky flavor.","cayenne powder, ground red pepper, red pepper",Capsicum annuum,"['red chile powder', 'paprika', 'red pepper flakes', 'chili powder', 'Aleppo pepper']"
131,celery salt,,,,"['Salt', 'Beau Monde seasoning', 'Bon Appetit seasoning']"
132,celery seed,"Celery seed is used to impart a celery flavor to stews, pickles, and other dishes. Use it sparingly--a little goes a long way.  Ground celery seed is sometimes called celery powder.",,Apium graveolens,"['celery leaves', 'dill seed', 'celery salt']"
133,Chablis,"If made in France, this is a very dry, delicately flavored white wine that's made with Chardonnay grapes.  It's great with seafood, especially oysters.  If made domestically, like a California Chablis, it's a sweet and cheap jug wine.",,,"['Pouilly-Fuissé', 'Chardonnay', 'Pinot blanc', 'Sauvignon blanc', 'Muscadet', 'vermouth']"
134,champagne,,,,"['apple cider', 'ginger ale']"
135,champagne vinegar,This light and mild vinegar is a good choice if you're want to dress delicately flavored salads or vegetables. Mix it with nut or truffle oil to make a sublime vinaigrette.,,,"['white wine vinegar', 'rice vinegar', 'raspberry vinegar', 'cider vinegar']"
136,Chardonnay,"This elegant white varietal wine is crisp and dry, and great with seafood, poultry, ham, egg dishes, salads, and any dish with a rich cream sauce.  California Chardonnays are often excellent.",Pinot Chardonnay,,"['Pinot blanc', 'Chablis', 'Muscadet', 'vermouth']"
137,chat masala,,chaat masala,,"['coriander seeds', 'garam masala']"
138,Châteauneuf-du-Pape,"This is a village in Provence that's known for its excellent red wines, which are blended from as many as 13 grape varieties.   These wines tend to be pricey.",,,[]
139,chee hou sauce,"This braising sauce is made from soybeans, garlic, and ginger.  Look for it in the condiments section of Asian markets","che hau sauce, chu hou paste",,['hoisin sauce']
140,chemen,Look for this in Middle Eastern markets.,,,['red pepper flakes']
141,Chenin blanc,"This is a grape variety that's often blended with others to make inexpensive white jug wines and domestic Chablis.  It's relatively inexpensive and goes well with salads, seafood, poultry, ham, and spicy foods.",White Pinot,,"['Pinot blanc', 'Chablis', 'vermouth']"
142,cherry brandy,,,,['apricot brandy']
143,cherry flavoring,,,,['maraschino cherry']
144,chervil,This feathery green herb tastes like a subtle blend of parsley and anise. It's far more plentiful in Europe than in America.  Avoid the dried version--it has very little flavor.,"French parsley, garden chervil",Anthriscus cerefolium,"['cicely', 'basil', 'tarragon', 'dill leaf', 'parsley', 'parsley', 'fines herbes', 'tarragon', 'chives']"
145,chestnut cream,"This is made with puréed chestnuts, brown sugar, and vanilla. It's used as an ingredient in several desserts, including Mont Blanc. Refrigerate after opening.",crème de marron,Castanea,"['chestnut purée', 'hazelnut paste']"
146,chestnut purée,"Europeans use this to make everything from soups to stuffings to desserts.  You can buy it either sweetened or unsweetened.  If you're not sure which one your recipe is calling for, get unsweetened purée and add sugar later if needed.","chestnut puree, purée de marron",Castanea,['chestnut']
147,chia seeds,These are small edible seed that originated in Mexico.,,Salvia hispanica,"['poppy seeds', 'sesame seed']"
148,Chianti,"A lot of cheap domestic red wines go by this name, but the real thing comes from Tuscany and has a seal of authenticity on the neck.  Italian Chianti is a hearty wine that's great with Italian food",,,"['Zinfandel', 'Beaujolais', 'Syrah']"
149,chile leaf,This herb isn't nearly as hot as the chile that comes from the same plant.  It's sometimes used as a cooking green in Southeast Asia.,"chili leaf, chilli leaf, la ot, rau ot",,['spinach']
