,Name,Description,Also known as,Scientific name,Substitutions
44,carnation,"Carnations have a peppery flavor. While they're edible, some people may have an allergic reaction to them.",,,"['dianthus', 'impatiens', 'nasturtium']"
45,Castelvetrano olives,These bright-green olives from Sicily are sweet and mild.,dolce olives,Olea europaea,['green olives']
46,Cerignola olives,These sweet Italian olives are large enough to stuff. Black Cerignolas are softer than green Cerignolas.,Bella di Cerignola,Olea europaea,"['Lucque olives', 'Picholine olives']"
47,chamomile,,,,['lemon balm']
48,chee hou sauce,"This braising sauce is made from soybeans, garlic, and ginger.  Look for it in the condiments section of Asian markets","che hau sauce, chu hou paste",,['hoisin sauce']
49,"cherry pepper, pickled",,,,['pepperoncini']
50,chile paste,"This is a blend of hot chile peppers, garlic, oil, and salt that's commonly used in Asian cuisine. Includes: Chinese chile (or chili) paste = Szechuan chile (or chili) paste = Sichuan chile (or chili) paste = chile paste with garlic, Korean chile paste, and Vietnamese chile paste = tuong ot toi Vietnam = prik kaeng, which is hotter than the Chinese chile paste. See also separate entries for these other chile pastes: nam prik pao, chile bean paste, sambal oelek, and sambal bajak.","Asian chile paste, chile paste with garlic, chili garlic sauce, chili paste, chilli paste, Chinese chile (or chili) paste, Korean chile paste, prik kaeng (which is hotter than the Chinese chile paste), Sichuan chile (or chili) paste, Szechuan chile (or chili) paste, tuong ot toi Vietnam, Vietnamese chile paste",,"['harissa', 'red pepper flakes', 'dried chiles']"
51,chile verde sauce,This is a mild green sauce often used to stew pork,"green chile sauce, salsa verde",,"['salsa verde', 'enchilada sauce', 'taco sauce']"
52,chili bean paste,This reddish-brown sauce is made from fermented soybeans and hot chilies. It's very hot.,"bean paste with chili, chili bean sauce, hot bean paste, kochu chang (Korean), Sichuan hot bean paste",,['bean sauce']
53,chili garlic sauce,Chili garlic sauce is a spicy garlicy paste used to flavor dishes.,"chili garlic sauce, Hot garlic sauce, Tuong Ot Toi (Vietnam)",,"['chile paste', 'hot chili sauce', 'hot pepper sauce', 'red pepper sauce']"
54,chili sauce,,,,"['vinegar', 'cinnamon', 'ketchup']"
55,Chinese mustard,Chinese mustard is ground mustard seeds and water. It can be very spicy.,Chinese hot mustard,,"['creole mustard', 'vegetable oil']"
56,Chinese pickle,"includes preserved Sichuan mustard greens, preserved Sichuan kohlrabi, snow pickle = red-in-snow, and salted cabbage = winter pickle.","preserved Sichuan kohlrabi, preserved Sichuan mustard greens, red-in-snow, salted cabbage, snow pickle, winter pickle",,[]
57,chive flowers,,chive blossoms,Allium schoenoprasum,[]
58,chutney,,,,['orange marmalade']
59,clary,,,,"['nasturtium', 'borage', 'violet']"
60,cloudberry preserves,These preserves are sweet and somewhat mild. Look for them in Scandinavian markets.,,Rubus chamaemorus,"['loganberry jam', 'gooseberry preserves']"
61,cocktail onion,,,,"['pickled onions', 'caper berry']"
62,cocktail sauce,,seafood sauce,,['lemon juice']
63,coconut egg jam,"Southeast Asians spread this exquisite jam on toast, but it would also be great on ice cream. Look for small cans of it in Asian markets. Visit the Coconut Egg Jam recipe page, or the Kaya, Traditional Coconut Jam page.","coconut jam, kaya",,[]
64,corn husks,"Hispanic cooks use these, both fresh and dried, to wrap tamales before steaming them.   Before using, soak the husks in hot water for about 30 minutes to make them more pliable.",hoja de maíz,Zea mays,"['banana leaves', 'aluminum foil', 'hoja santa leaves']"
65,corn tortilla,"These thin round wraps are widely used in southern Mexico, and they're the preferred tortilla for making tacos and enchiladas.  They should be served hot.   If you're watching calories, do this by cooking them on a hot, dry frying pan or by wrapping them in moist paper towels and briefly heating them in a microwave oven.  If calories aren't an issue, fry them in oil.  You can make corn tortillas at home if you have a tortilla press.  Just mix masa harina with enough water to make a bread-like dough, press the dough until it's very thin, and then cook the tortilla in a hot, dry frying pan.  Readymade corn tortillas are available in most supermarkets.",,,"['flour tortilla', 'flour', 'corn chips']"
66,cornichon,"This is a small pickle that's flavored with dill, tarragon, and other herbs and spices. It's a heavenly accompaniment to pâté.",French gherkin,,"['gherkin', 'dill pickles']"
67,cracked Provencal,These aromatic  green olives are marinated in a solution with herbes de Provence.,cracked Provençal,Olea europaea,[]
68,cranberry sauce,"This is a classic accompaniment to Thanksgiving and Christmas dinners. It's made of cranberries that have been cooked with sugar and other flavorings, like orange zest, ginger, port, or maple syrup.",,Vaccinium macrocarpon,[]
69,creole mustard,,,,"['horseradish (prepared)', 'horseradish (prepared)', 'Dijon mustard']"
70,crystallized ginger,"This is fresh ginger that has been cooked in a sugar solution and then coated with sugar. It's similar to candied ginger, and the two are often used interchangeably.",candied ginger,,"['candied ginger', 'sugar', 'ginger root', 'nuts']"
71,dark soy sauce,,,,"['Thai sweet soy sauce', 'mushroom soy sauce']"
72,daylily,,,,[]
73,dianthus,"These have a clove-like flavor. 
Some people may have an alergic reaction to dianthus.",,Dianthus caryophyllus,['carnation']
74,Dijon mustard,Grey Poupon and French's are well-regarded brands. See the Dijon Mustard recipe posting on Recipesource.com.,,,"['honey mustard', 'whole-grain mustard', 'wasabi cream sauce', 'mustard, prepared']"
75,dill pickles,,,,['cornichon']
76,dumpling wrappers,"These thin round wrappers are used to make the delicate dumplings that are so popular at dim sum restaurants.  They're made to be stuffed and steamed, but they're not sturdy enough to be fried.   While assembling the dumplings, keep the stack of wrappers moist by covering them with a damp towel.  You can seal the dumplings with a ""glue"" made with cornstarch and water.  Look for fresh or frozen wrappers in Asian markets.   Store them in the refrigerator or freezer, but let them come to room temperature before using.","dumpling skins, shao mai skins, shiu mai wrappers, shu mai skins, siu mai skins, su my wrappers",,"['wonton wrappers', 'egg roll wrapers', 'pasta sheet']"
77,dwen jang,This is a salty Korean bean paste.,customary soy bean paste,,['red miso']
78,egg roll wrapers,"The Chinese use these dough squares to make deep-fried egg rolls.   While assembling the egg rolls, keep the stack of wrappers moist by covering them with a damp towel.  You can seal the rolls with a ""glue"" made with cornstarch and water.   Look for fresh wrappers in Asian markets and many supermarkets.  Store them in the refrigerator or freezer, but let them come to room temperature before using.","egg roll skins, eggroll skins, eggroll wrappers",,"['pasta sheet', 'rice paper', 'phyllo']"
79,empanada wrappers,"Hispanic cooks wrap these six-inch diameter rounds of dough around sweet or savory fillings, and then bake or fry them.   Look for them among the frozen foods in Hispanic markets.",,,"['wonton wrappers', 'pasta sheet']"
80,empeltre olives,These Spanish black olives are soaked in sherry.,,Olea europaea,[]
81,enchilada sauce,,,,"['red chile sauce', 'taco sauce', 'salsa verde']"
82,English primroses,,,,"['pansy', 'impatiens']"
83,fig leaf,These are great for wrapping delicately flavored foods before grilling them.,,Ficus carica,"['lotus leaves', 'grape leaves', 'corn husks']"
84,fig preserves,,,Ficus carica,['kumquats in syrup']
85,fish sauce,"Fish sauce is typically made from anchovies or other small fish fermented in salt. It is used to flavor many dishes. It is very common in Asian cooking. The romans called it Garum and it was a widely used flavoring in Roman times. Filipino fish sauce that isn't as highly regarded as the Vietnamese or Thai versions, and shottsuru, a Japanese fish sauce. Red Boat, a Vietnamese fish sauce, is thought to be very similar to garum.","fish gravy, garum (Roman empire), nam pla (Vietnamese), nuoc mam, nuoc mam nhi, patis (Filipino), shottsuru (Japanese), Thai fish sauce",,"['nuoc cham', 'soy sauce', 'anchovy paste', 'water', 'anchovies', 'water']"
86,flour tortilla,"These thin flour wraps from northern Mexico are used to make burritos, chimichangas, fajitas and other Mexican dishes.  They're more pliable than corn tortillas, so they're a good choice if you need to roll or fold the tortillas before cooking them.  Flour tortillas come in different sizes, including small, thick ""fajita tortillas"" to large, thin ""burrito tortillas.""","burrito tortillas, fajita tortillas",,"['corn tortilla', 'chapati']"
87,Gaeta olives,"These are small, purple Italian olives are either dry-cured (making them black and wrinkled) or brine-cured (making them dark purple and smooth-skinned).",Gyeta olive,,['Kalamata olives']
88,geraniums,,,,[]
89,gherkin,"Gherkins are pickles made from smaller cucumbers, and tend to be crunchier than, say, dill pickles. They can be sweet or sour.",,,['cornichon']
90,giardiniera,,,,"['pickled cauliflower', 'sweet cherry pepper']"
91,ginger jam,Look for this in Asian grocery stores.,,,['candied ginger']
92,glace cherries,"red, green and yellow versions.",glacé cherries,,"['dried cherry', 'dried cranberries']"
93,gochujang,"Gochujang is a spicy Korean fermented chili condiment. It is made by with chili powder, glutinous rice and soybeans. It is traditionally fermented in clay pots. Gochujang is often added to the Korean dish bibimbap.",red chili paste,,"['Sriracha', 'chili garlic sauce']"
94,golden needles,,"lily buds, lily flowers, tiger lily buds",,[]
95,gooseberry preserves,,,,"['cloudberry preserves', 'loganberry jam', 'strawberry preserves']"
96,grape jelly,,,Vitis vinifera,"['muscadine jelly', 'red currant jelly']"
97,grape leaves,"Greeks stuff these with ground lamb and rice to make dolmades, but they're used elsewhere to make pickles and beds for food.  They're hard to find fresh in markets, but you can often find them in cans or jars.  Trim the stems and rinse off the brine before using.  To make your own:  Plunge grape leaves (that haven't been sprayed with harmful chemicals) for one minute in boiling, salted water (2 teaspoons pickling salt per quart), then drain.","grape vine leaves, vine leaves",Vitis vinifera,"['green cabbage', 'bell pepper', 'lettuce', 'mustard greens', 'Swiss chard']"
98,Greek black olives,"A generic black Greek olive is large, dark purple and brine-cured. Popular varieties include Kalamata, Amphissa, and Royal.",,Olea europaea,[]
99,Greek green olives,Napfilion and Ionian olives are the most common types of green Greek olives.,,Olea europaea,['Nafplion green olives']
100,green olives,"Green olives are picked from the tree before they're completely ripened. The most common variety is the Manzanilla olive, which is often pitted and stuffed. Other green olives varieties include the Agrinion, Arauco, Arbequina, Atalanta, green Cerignola, cracked Provençal, Kura, Lucque, Nafplion, Picholine, Sevillano, and Sicilian.",,Olea europaea,"['black olives', 'caper berry', 'cocktail onion']"
101,guacamole,Guacamole is an avocado based spread. It is commonly used as a dip or a spread on sandwiches and hamburgers. Spices are often added.,"guac, waka mole (Mexico)",,"['avocado', 'salsa']"
102,gyoza wrappers,The Japanese use these round wrappers to make pork-stuffed dumplings similar to Chinese potstickers.  Western cooks sometimes use them to make ravioli.,gyoza skins,,"['potsticker wrappers', 'wonton wrappers', 'egg roll wrapers', 'pasta sheet']"
103,harissa,This is a hot North African paste that's used as a meat rub or (mixed with water or oil) as a condiment.,"heriseh, Tunisian chile paste",,"['chile paste', 'hot pepper sauce']"
104,hoisin sauce,This is a sweet and garlicky bean sauce that's often used as a dipping sauce. Available in Asian markets and in many large supermarkets.,,,"['chee hou sauce', 'sherry', 'plum sauce', 'apple butter', 'sweet bean sauce']"
105,Hollandaise Sauce,"You can cheat and buy this in cans, but the tinny flavor will rat you out. To make your own: See the recipes for Hollandaise Sauce, Hollandaise Sauce--Microwave or Quickie Hollandaise Sauce posted on RecipeSource.com.",,,['bernaise sauce']
106,hollyhock,,,,[]
107,Hondroelia olives,"This is a juicy, meaty olive.",,Olea europaea,[]
108,honey mustard,,,,"['Dijon mustard', 'mustard, prepared']"
109,horseradish (prepared),"This pungent condiment goes well with meats and fish, and it’s a key ingredient in cocktail sauce. It’s best to buy horseradish in small amounts and store it in the refrigerator—it turns dark and loses much of its bite after a few months. Look for it in the deli case. Varieties: The most common is white horseradish, which is made with vinegar. Creamed horseradish = cream-style horseradish has a little mayonnaise and/or sour cream added; horseradish sauce has a lot. Red horseradish = beet horseradish is made with beet juice.","beet horseradish, cream-style horseradish, Creamed horseradish, Red horseradish, white horseradish",Armoracia rusticana,"['Salt', 'wasabi', 'wasabi cream sauce', 'wasabi root']"
110,hot chili sauce,,,,"['chili garlic sauce', 'berbere sauce']"
111,hot mustard,,,Brassicaceae ,"['creole mustard', 'Chinese mustard']"
112,hot pepper sauce,"Three well-known brands are Tabasco sauce, Louisiana hot sauce, and the thicker Pickapeppa sauce.",Hot sauce,,"['Sriracha', 'red pepper flakes', 'cayenne pepper dried']"
113,huli-huli sauce," This Hawaiian condiment is made with soy sauce, brown sugar, ginger juice, and other ingredients.  It's used to flavor meats.",,,[]
114,hummus,"Hummus is a creamy butter made from chickpeas, tahini, lemon juice and other spices. It is good as a spread on bread or crackers. ",,,"['nut butter', 'peanut butter']"
115,impatiens,These don't have much flavor.,impatients,,['candied flowers']
116,Jamaica,"Jamaica is another name for the hibiscus flower. Tea made from Jamaica flowers is red, tart and is high in vitamin C. Substitutes: Red Zinger tea","hibiscus flowers, Jamaica sorrel, roselle",Hibiscus syriacus,[]
117,Japanese soy sauce,,shoyu,,['soy sauce']
118,Johnny jump-up,,,,"['pansy', 'violet']"
119,kacang saus,This is an Indonesian peanut sauce.,saus kacang,,['kecap manis']
120,Kalamata olives,"You can find these popular Greek black olives in most large supermarkets. They're salty and have a rich, fruity flavor. These can be eaten out of hand, or used to make tapenades.",Calamata olive,Olea europaea,"['Gaeta olives', 'Amphissa olives']"
121,kecap manis," This thick, dark sauce is the Indonesian ancester of ketchup.  Look for it in Indonesian markets.",,,"[""Maggi's seasoning sauce"", 'dark brown sugar']"
122,ketchup,"Ketchup is a common condiment especially in America. It is made with tomatoes, sugar, vinegar and spices.","catsup, tomato ketchup, tomato sauce (in Australia)",,"['clove', 'sugar', 'banana catsup']"
123,kim chee,"This Korean specialty is made with cabbage, vinegar, garlic, and hot chile peppers, all of which are put into jars and allowed to ferment. It's spicy and very good.","Korean pickled cabbage, Korean pickled vegetables",,['sauerkraut']
124,Korean barbecue sauce,,"bulgogi sauce, bulkogi sauce",,"['Asian barbecue sauce', 'chili garlic sauce']"
125,kreplach wrappers,"Jewish cooks use these to make kreplach, a kind of Jewish ravioli.",,,"['wonton wrappers', 'pasta sheet']"
126,kumquats in syrup,,,,['fig preserves']
127,Kura olives,This Middle Eastern cracked green olive is hard to find in the U.S.,,Olea europaea,['Nafplion green olives']
128,lavender,"Cooks use this fragrant flower to flavor jellies, baked goods and grilled meat.",,,['Parfait Amour']
129,lemon blossoms,,,Citrus limon,['orange blossoms']
130,lemon marmalade,"This is made by boiling the fruit and peel of lemons with sugar, pectin, and water. It manages to be bitter, sour, and sweet all at once, which many people find delightful.",,,['orange marmalade']
131,lighter Bake,This is a mixture of pureed prunes and apples that serves as a fat substitute in baking.,Sunsweet Lighter Bake,,['puréed prunes']
132,Ligurian olives,These small Italian olives are brine-cured.,"Liguria olive, Taggiasca olive",Olea europaea,['Nicoise olives']
133,lilac,,,,['lavender']
134,loganberry jam,,,Rubus loganobaccus,"['raspberry preserves', 'gooseberry preserves', 'cloudberry preserves']"
135,lotus leaves,"These leaves open up like butterfly wings, each about two feet high.  They're often wrapped around rice and other fillings, to which they impart an earthy aroma when the bundles are steamed.  The leaves are available either fresh or, more commonly, dried in Asian markets.  Soak them for at least an hour in warm water before using, and keep fresh leaves in a cool, dry place or else freeze them.",,Nelumbo nucifera,"['banana leaves', 'parchment paper']"
136,Lucque olives,These green olives are brine-cured.,,Olea europaea,"['Picholine olives', 'Cerignola olives']"
137,Lugano olives,These are salty Italian/Swiss brownish-black olives.,,Olea europaea,[]
138,lumpia wrapper,"These thin wrappers are used to make lumpias, a Filipino type of egg roll.",,,"['lettuce', 'egg roll wrapers', 'rice paper', 'pasta sheet']"
139,Maggi's seasoning sauce,,,,"['Thai sweet soy sauce', 'mushroom soy sauce', 'Worcestershire sauce']"
140,maguey leaves,These leaves have been used to wrap meat for flavor and to tenderize while cooking.,,,"['banana leaves', 'avocado leaves']"
141,Manzanilla olives,These green olives are available in most supermarkets. They're often pitted and stuffed with pimento or garlic. They're often put into martinis.,Spanish olive,Olea europaea,['caper berry']
142,maraschino cherry,These sugar-soaked and dyed cherries come in two colors: red (almond flavored) or green (mint flavored). Cooks usually use them to garnish desserts and drinks.,,,['cherry flavoring']
143,Marche olives,,,Olea europaea,[]
144,marigold blossom,petals only.,,,['nasturtium']
145,mimosa blossoms,,,,[]
146,mincemeat,"Mincemeat is made with dried fruit, nuts, citrus peel, spices, and sometimes brandy, rum, or some other liquor. It used to be made with meat as well, and ready-made jars of it sometimes contain beef suet. It's often used for holiday pies.",,,[]
147,mint sauce,The British like to serve this with roast lamb.,,Mentha spicata,['cider vinegar']
148,mint-flavored apple jelly,"This is sometimes served with lamb, veal, or game.",,,['mint sauce']
149,Mission olives,"These are the common black ones that are ubiquitous in supermarkets, pizza parlors, and salad bars. They don't have as much character as European black olives.",,Olea europaea,['Kalamata olives']
150,mole sauce,,,,[]
151,Moroccan dry-cured olives,These are shriveled black olives that are somewhat bitter. They're best used for cooking rather than snacking.,"Moroccan oil-cured olive, Moroccan salt-cured olive",Olea europaea,[]
152,Moroccan green olives,,,Olea europaea,['green olives']
153,muscadine jelly,"Made from muscadine grapes, this is a redder, tarter version of grape jelly.",,,"['grape jelly', 'red currant jelly']"
154,mushroom soy sauce,,,,['dark soy sauce']
155,"mustard, prepared","Includes: Chinese mustard, Creole mustard, and Dijon mustard.",,Brassica,"['Chinese mustard', 'Dijon mustard', 'creole mustard', 'mustard powder', 'mustard seeds']"
156,Nafplion green olives,"These are green, brine-cured Greek olives. They're somewhat salty.","Nafpelion, Nafphlion",Olea europaea,['Greek green olives']
157,nam prik,This is a general Thai term for dipping sauces.,"nam phrik, nam phrik pao",,['sambal terasi']
158,nam prik pao,"This paste is made from chilies, onions, sugar, shrimp paste, fish sauce, and sometimes tamarind. It's sold in jars, and comes in different strengths, ranging from hot to mild.","Thai chile paste, Thai chili paste",,"['chile paste', 'red pepper flakes', 'cayenne pepper dried']"
159,nasturtium,,Indian cress,,"['marigold blossom', 'pansy']"
160,Nicoise olives,"A key ingredient in Salade Niçoise, these small purplish-black olives have a distinctive sour flavor. They're great in tapenades.",Niçoise olive,Olea europaea,"['Kalamata olives', 'Gaeta olives']"
161,nuoc cham,Nuoc cham is a Vietnamese dipping sauce. It has a fish sauce base.,"Nu?c ch? m, Vietnamese dipping sauce, Vietnamese hot sauce",,['fish sauce']
162,Nyon olives,"These black olives from France are salt-cured, which makes them wrinkly and more bitter than standard lye-cured American black olives.",,Olea europaea,[]
163,olive butter,Olive butter is a mixture of olive oil and butter.,,,"['green olives', 'tapenade', 'butter']"
164,Olives,"A staple of Mediterranean cuisines, olives are most often eaten out of hand, though cooks also use them to flavor everything from pizzas to martinis.  Raw olives must be cured before they can be eaten, and the curing medium--usually lye, brine, or salt--affects their flavor and texture.  So too does the olive's degree of ripeness when it's picked.  Green olives are picked while unripe, which makes them denser and more bitter than brown or black olives, which stay on the tree until fully ripened.   Olives become bitter if they're cooked too long, so always add them to hot dishes at the last minute.   Opened cans or jars of olives should be refrigerated, but some olives can be stored at room temperature if they're submerged in brine or olive oil.",,Olea europaea,"['cocktail onion', 'onion flakes', 'sun-dried tomatoes', 'capers']"
165,orange blossoms,,,Citrus,['lemon blossoms']
166,orange marmalade,"This is made by boiling the fruit and peel of oranges with sugar, pectin, and water. It manages to be bitter, sour, and sweet all at once, which many people find delightful.","marmalade, Orange",,['lemon marmalade']
167,oyster sauce,This Cantonese dipping sauce is both sweet and salty. Look for bottles of it in Asian markets and large supermarkets.,,,"['soy sauce', 'water']"
168,pansy,,,,"['nasturtium', 'violet', 'Johnny jump-up']"
169,papaya leaves,Wrapping meats in these leaves helps tenderize them.,,Carica papaya,['lotus leaves']
170,parchment paper,"This is a heavy, silicone-coated paper that's used to line pans so that candies and baked goods won't stick.  It's an expensive alternative to waxed paper, but it's less sticky, so it's a good choice if you're making gooey items.  Parchment paper is also wrapped around foods to be cooked en papillote, or formed into cones for cake decorating.  Specialty cooking stores and larger supermarkets often carry rolls or sheets of it.  Paper grocery bags are sometimes recommended as a substitute for parchment paper, but it's not advisable to use them. Grocery bags will ignite at 450 degrees, and that they may have been treated with unsafe chemicals.","baking pan liner paper, baking paper, baking parchment, kitchen parchment",,"['wax paper', 'rice paper', 'aluminum foil', 'vegetable oil', 'plastic bag']"
171,peach blossoms,,,Prunus persica,['plum blossoms']
172,peach jam,,,Prunus persica,['apricot jam']
173,pepperoncini,,"peperoncini, pickled Tuscan peppers",,"['cherry pepper, pickled']"
174,piccalilli relish,This goes especially well with ham.,green tomato relish,,['pickle relish']
175,Picholine olives,"Picholines are green, torpedo-shaped olives that are brine-cured. Those made in Provence are marinated with coriander and herbes de Provence, while American picholines are soaked in citric acid. They make great martini olives.",,Olea europaea,"['Lucque olives', 'Cerignola olives', 'green olives', 'caper berry', 'cocktail onion']"
176,pickle relish,Pickle relish is typically a sweet relish of chopped pickled cucumbers. It is very popular in America on hamburgers and hot dogs.,relish,,"['bread and butter pickles', 'piccalilli relish']"
177,pickled asparagus,To make your own:  See the Pickled Asparagus recipe on RecipeSource.com.,,,"['pickled string beans', 'pickled okra']"
178,pickled beets,To make your own: See the Pickled Beets recipe on RecipeSource.com.,,,['pickled carrots']
179,pickled carrots,To make your own: See the Pickled Carrots recipe on RecipeSource.com.,,,['pickled beets']
180,pickled cauliflower,To make your own: See the Pickled Cauliflower recipe posted by the Internet Che.,,,"['giardiniera', 'pickled onions']"
181,pickled eggs,To make your own: See the Pickled Eggs recipe on RecipeSource.com.,,,"['salted duck egg', 'thousand-year egg']"
182,pickled ginger,See the Japanese Rosy Pickled Ginger posting on RecipeSource.com.,gari,,[]
183,pickled mango,,burong mangga,,[]
184,pickled mustard cabbage,,,,['kim chee']
185,pickled nasturtium buds,To make your own:  See the Homemade Capers recipe in the Internet Chef's Recipe Archive.,,,['capers']
186,pickled okra,To make your own: See the Pickled Okra recipe on RecipeSource.com.,,,"['pickled asparagus', 'pickled string beans']"
187,pickled onions,http://www.foodsubs.com/Photos/pickledonions.jpg,,,"['cocktail onion', 'caper berry']"
