,Name,Description,Also known as,Scientific name,Substitutions
28,aprium,"This is an apricot/plum cross, with apricot dominating.","plumcots, pluots",Prunus,"['pluot', 'apricot', 'plum']"
29,Arauco olives,These are large green Spanish olives flavored with rosemary.,,Olea europaea,['Manzanilla olives']
30,Arbequina olives,"These are tiny green Spanish olives with a mild, smoky flavor. They're hard to find in the U.S.",,Olea europaea,['Manzanilla olives']
31,Arkansas Black apple,This apple is renown for its long shelf life. It's good for making sauce and baking.,,Malus domestica,[]
32,Armenian cucumber,,"snake cucumber, snake melon, This is hard to find, but one of the best-regarded slicing cucumbers.  It's crisp, thin-skinned, and mild-flavored, and it has soft seeds.  Like the English cucumber, it doesn't need to be peeled or seeded.  It's not good for pickling., uri",,['English cucumber']
33,asam keping,,"asam gelugor, tamarind slice",,"['tamarind paste', 'tamarind', 'dark brown sugar']"
34,Asian eggplants,"Include Japanese eggplants and Chinese eggplants, have thinner skins and a more delicate flavor than American eggplants, and not as many of the seeds that tend to make eggplants bitter. They're usually more slender than American eggplants, but they vary in size and shape. They range in color from lavender to pink, green, and white.","Chinese eggplants, Japanese eggplants, Oriental eggplants",Solanum melongena,"['Eggplants', 'Japanese eggplant', 'Chinese eggplant', 'zucchini']"
35,Asian pear,"Asian pears are crunchy, juicy, and very fragrant. Growers produce over twenty different varieties in an assortment of sizes and colors. They're often served raw, but they can also be cooked, though they never become as soft as cooked pears.","apple pear, Chinese pear, Japanese pear, nashi, nashi pear, Oriental pear, salad pear, sand pear",Pyrus pyrifolia,"['Bosc pear', 'apple', 'quince']"
36,Atalanta olives,This is a muddy-green Greek olive with soft flesh.,,Olea europaea,['royal olives']
37,atemoya,This cherimoya-sweetsop cross has sweet custard-like pulp. Look for it in specialty produce markets during the fall,,,"['cherimoya', 'sweetsop', 'mango']"
38,autumn royal grapes,These are large dark purple sweet seedless grapes.,,Vitis vinifera,"['flame seedless grapes', 'red globe grapes']"
39,baby kiwifruit,You can eat this tiny kiwifruit hybrid skin and all.,,"Actinidia deliciosa, Hayward",['grapes']
40,bacon avocado,"This sweet, smooth-skinned variety shows up in the middle of winter.  It's not as flavorful as other avocados.",,Persea americana,"['avocado', 'chayote', 'fresh peas', 'asparagus', 'broccoli', 'artichoke hearts']"
41,bacuri,Bacuri fruit have thick yellow skins and are about the size of large apple. The bacuri fruit is both sweet and a little sour and is made into condiments and drinks.,"bacurizeiro, maniballi",Platonia insignis,[]
42,Baldwin apple,"This is a fairly sweet, all-purpose apple, but it's hard to find.",,Malus domestica,[]
43,banana,"Most of the bananas you and I have eaten in our lifetimes are the yellow Cavendish bananas. The burro banana = chunkey = chunky is shorter than the Cavendish, and has an interesting lemony flavor. The manzano banana is smaller yet and a bit drier, but it fits nicely into lunch boxes. The red banana has a purple peel and is best used for baking. The plantain is larger than other banana varieties, and is usually fried, baked, or mashed before eating. Yellow bananas with a few dark spots are ripe and ready to eat, while green ones will ripen at room temperature in just a few days. Refrigerating ripe bananas will keep them from getting softy and mushy, though the peels will darken.","burro banana, Cavendish bananas, chunkey, chunky, red banana","Musa acuminata, cavendish","['plantain', 'mango']"
44,banana pepper ,"These sweet, mild peppers with a fruity flavor are easily confused with hotter yellow wax peppers. Sample before using.","banana chile, banana chili pepper, banana wax pepper, sweet banana pepper",Capsicum annuum,"['bell pepper', 'yellow wax pepper ']"
45,banana squash,"This variety is so large that grocers usually cut into smaller chunks before putting it out.  It's tasty, but its biggest virtue is the beautiful golden color of its flesh.",,Cucurbita maxima,"['butternut squash', 'buttercup squash', 'acorn squash', 'Hubbard squash', 'pumpkin']"
46,barhi dates (fresh),These yellow barhi dates can be peeled and eaten fresh or dried.,,Phoenix dactylifera,['dates (fresh)']
47,Bartlett pear,These are very juicy and great for eating out of hand.  They turn yellow when ripe.,"Williams pear, Williams' bon chrétien","Pyrus communis, Williams","['Asian pear', 'Anjou pear', 'quince', 'Comice pear']"
48,bayberry juice,,,,[]
49,bell pepper,"Red and yellow peppers are riper, more flavorful, and pricier than the more common green ones. You can occasionally find bell peppers in other colors as well, like brown, white, pink, orange, and purple.Bell peppers are the perfect size for hollowing out and stuffing, or you can slice them into strips for snacking or dipping.","capsicum, sweet pepper",Capsicum annuum,"['Holland bell pepper', 'cubanelle', 'poblano pepper ', 'Anaheim chili', 'pimento']"
50,bergamot orange,"This is a small acidic orange, used for its peel. The flesh is too bitter and sour to be eaten raw. Don't confuse it with the bergamot herb. ",,Citrus bergamia,['lime']
51,bilberry,"This small, tart berry is the European counterpart to the American blueberry. Bilberries are usually made into preserves.","blaeberry, whinberry, whortleberry",Vaccinium myrtillus,"['juneberry', 'blueberry', 'huckleberry', 'cranberry', 'currant']"
52,bilimbi,,,,['star fruit']
53,bitter melon,This bitter vegetable is believed to have medicinal properties and is widely used throughout Asia.,"ampalaya, balsam pear, bitter apple, bitter cucumber, bitter gourd, bitter squash, Chinese bitter melon, foo gwa, karela",Momordica charantia,['winter melon']
54,bitter orange juice,,"bigarade orange juice, Seville orange juice, sour orange juice",,"['lime', 'orange', 'orange juice']"
55,black currant,"These are too tart to eat out of hand, but they're often used to make syrups, preserves, and the liqueur cassis.  Frozen are a good substitute for fresh.",cassis,Ribes nigrum,"['elderberry', 'blueberry', 'red currant', 'gooseberry']"
56,black currant jelly,Black currant jelly is sweeter than more common red currant jelly.,,Ribes,"['muscadine jelly', 'apple jelly', 'grape jelly']"
57,black olives,"These are olives that have been allowed to ripen on the tree. American recipes that call for black olives are probably referring to the Mission olive. Other varieties of black olives are the Aleppo, Alphonso, Amphissa, black Cerignola, Gaeta, black Greek, Kalamata, Ligurian, Lugano, Moroccan dry-cured, Niçoise, Nyons, Ponentine, and Royal.",ripe olives,Olea europaea,['green olives']
58,black sapote,This fruit has an olive-green rind and tastes like a papaya that's been sprinkled with cocoa.,chocolate pudding fruit,Diospyros nigra,[]
59,blackberry,"These would be excellent berries were it not for their rather large seeds.   They're still great for eating out of hand, but cooks often strain out the seeds when making pies and preserves.  Select berries that are free of mold, and as black as possible.  They arrive in markets in the summer.",bramble,,"['loganberry', 'boysenberry', 'mulberry', 'raspberry', 'youngberry', 'olallieberry', 'dewberry', 'red currant']"
60,blood orange,These red-fleshed oranges are more popular in Europe than in the United States. Look for them in the winter and spring.,"pigmented orange, raspberry orange",Citrus sinensis,"['orange', 'mandarin orange']"
61,blueberry,"Blueberries are small and sturdy, so they're perfect for tossing into cakes, muffins, cereal bowls, and fruit salads. Like other berries, they also make good preserves and tarts. Select firm, dark berries that have a whitish bloom on them. Keep them refrigerated and wash them just before you eat them.You can find fresh blueberries in the summer, but frozen blueberries are available year-round and work well in many recipes. Frozen berries get a little mushy after they're defrosted, but they'll work well in many recipes. Canned blueberries also work in pies and baked goods, but drain off the liquid and rinse them first.",,Vaccinium sect. Cyanococcus,"['huckleberry', 'juneberry', 'red currant', 'raisins', 'dates', 'banana']"
62,blueberry jam,,,Vaccinium sect. Cyanococcus,"['raspberry preserves', 'gooseberry preserves']"
63,Bosc pear,"This firm and crunchy pear is the best choice for cooking, because it holds its shape nicely. Bosc pears can also be eaten out of hand.","Beurre Bosc, Kaiser",Pyrus communis,['Asian pear']
64,boysenberry,"A boysenberry is a cross between a blackberry, a raspberry, and a loganberry. It's more fragile than a blackberry, but it doesn't have the blackberry's conspicuous seeds. Select boysenberries that are dark in color and free of mold.",,Rubus ursinus × R. idaeus,"['loganberry', 'blackberry', 'raspberry', 'olallieberry', 'dewberry', 'youngberry']"
65,Braeburn apple,This firm and juicy apple is good for eating out of hand or for baking.,,Malus domestica,"['honeycrisp apples', 'Golden Delicious apple']"
66,breadfruit,"This is the plant that the H.M.S. Bounty was carrying in the South Pacific when its crew mutinied. Captain Bligh's goal had been to transport the seedlings from Tahiti to the Caribbean, so that slaves there would have a ready source of starch and calories. Breadfruit is highly perishable, so fresh ones are hard to find outside the tropics. The canned version is a good substitute. A seeded version is called a breadnut.","pana de pepita, panapen",,"['jackfruit', 'plantain', 'potato']"
67,Buddha's hand citron,"This fragrant fruit has hardly any flesh, but the peel can be candied","Buddha's fingers citron, Buddha's hand, fingered citron","Citrus medica, sarcodactylis","['citron', 'lemon']"
68,bull's horn pepper,"This Italian heirloom pepper is shaped like a bull's horn, and many cooks think it's a lot more flavorful than an ordinary bell pepper.","Corno Di Toro Pepper, red bull's horn pepper",Capsicum annuum,['bell pepper']
69,buttercup squash,"With sweet and creamy orange flesh, the buttercup is one of the more highly regarded winter squashes.  The biggest shortcoming is that it tends to be a bit dry.  Choose specimens that are heavy for their size.",,Cucurbita maxima,"['butternut squash', 'acorn squash', 'Hubbard squash', 'delicata squash', 'kabocha squash', 'pumpkin', 'green papaya']"
70,butternut squash,"This variety is very popular because it's so easy to use.  It's small enough to serve a normal family without leftovers, and the rind is thin enough to peel off with a vegetable peeler.  As an added bonus, the flavor is sweet, moist, and pleasantly nutty.",,Cucurbita moschata,"['buttercup squash', 'acorn squash', 'calabaza', 'delicata squash', 'kabocha squash', 'Hubbard squash', 'green papaya']"
71,cachucha pepper,"These small sweet peppers come in different colors and looks like squished bell peppers. They're popular in the Caribbean, where they're often stuffed and roasted.","aji cachucha, aji dulce, Ajícito, rocatillo",Capsicum chinense,['bell pepper']
72,calabaza,"These are popular in Hispanic countries and throughout the Caribbean. They're large, so markets often cut them up before selling them.","abóbora, ahuyama, crapaudback, Cuban squash, giraumon, green pumpkin, Jamaican pumpkin, toadback, West Indian pumpkin, zapallo",Cucurbita moschata,"['butternut squash', 'buttercup squash', 'Hubbard squash', 'acorn squash']"
73,calamondin,,"calamondin orange, China orange, Panama orange, Philippine lemon, Philippine lime",Citrus microcarp,"['kumquat', 'kalamansi']"
74,calamondin juice,,,,"['kalamansi juice', 'key lime juice']"
75,California chili ,"These are dried Anaheim chiles, and very mild.",California chile,Capsicum annuum,"['New Mexico red chili', 'Anaheim chili']"
76,California sugar pear,"This small pear is the same size as a Seckel pear, but it's not as juicy and sweet.",,Pyrus communis,[]
77,Cameo apple,"This firm, mildly tart apple is quite versatile. Use Cameos in pies, applesauce, salads, or just eat them out of hand.",,Malus domestica,['red delicious apple']
78,Canary melon,"These tend to vary in quality, so unless you're good at selecting melons, stick with more idiot-proof varieties like the honeydew or cantaloupe. Canaries should, at a minimum, have bright yellow rinds. They're in season in the fall.",Juan Canary melon,Cucumis melo,"['honeydew melon', 'cantaloupe']"
79,candied angelica,These are used to make decorative flower stems on cakes.,,,['marzipan']
80,candied apricot,,"abricot glacé, glace apricot, glacéed apricot",,[]
81,candied chestnuts,"A French specialty, these are whole chestnuts that are candied in a sugar syrup. They're used to make various desserts.",marrons glacés,Castanea,['chestnut cream']
82,candied citron peel,,,,['sugar']
83,candied citrus peel,,,,"['grapefruit', 'orange', 'water', 'water']"
84,candied flowers,,,,['sugar']
85,candied fruit,,"glace fruits, glacé fruits, glah-SAY",,['dried apricot']
86,candied ginger,"Candied ginger is ginger that is stored in a sugary syrup, but the name is also sometimes used for crystallized ginger, which is ginger that's been cooked in syrup, then dried out and rolled in sugar. The two are often used interchangeably.",,,['ginger jam']
87,candied grapefruit peel,,,,['grapefruit']
88,candied lemon peel,,,,['water']
89,candied orange peel,,,,['sugar']
90,candied pineapple,,,,[]
91,canistel,"The canistel fruit is orange/yellow, oval and 2 to 3 inches long. It is sweet with the texture of a hard boiled egg.","cupcake fruit, eggfruit, lamut Khamen, laulu, sawo mentega, yellow sapote, zapote amarillo",Pouteria Campechiana,"['sapote', 'abiu', 'mamey sapote', 'mango', 'sapodilla']"
92,cantaloupe,"These are popular because they're easy to select and very sweet.  Ripe cantaloupes have dull yellow backgrounds with raised netting.  Avoid those with protruding stems, or tears in the rind at the stem end--it's a tell-tale sign that the melon was picked too soon.  When ripe melons are picked, the stem falls off easily, leaving a small, clean depression.  After checking the stem end, flip the melon over and check the blossom end.  It should be fragrant and yield a bit when pressed.   Cantaloupes are cheapest in the summer.","muskmelon, netted melon, nutmeg melon, rockmelon","Cucumis melo, cantalupensis","['Cranshaw melon', 'honeydew melon', 'Persian melon']"
93,Cape gooseberry,"Like its relative the tomatillo, the Cape gooseberry is covered with a papery husk.  The fruit inside looks a bit like a yellow cherry, and tastes like a sweet tomato.  You can eat Cape gooseberries whole, minus the husk, or use them to make very tasty preserves.  They're hard to find in the United States; your best bet is a specialty produce market in the spring.","alkekengi, Chinese lantern, golden berry, golden gooseberry, golden husk, ground cherry, husk tomato, physalis, poha, strawberry tomato",Physalis peruviana,"['tomatillo', 'gooseberry', 'cherry tomato']"
94,Capulin cherry,,"Capuli, Capulin, Panama berry, tropic cherry, tropical cherry",Muntingia calabura,['sweet cherry']
95,carissa,"You won't find these in markets, but these tart plums are great for making preserves.",natal plum,,"['cranberry', 'raspberry']"
96,carosello,"There are many varieties of carosellos. They are often referred to as cucumber melons. They are a sweet version of a cucumber. Some varieties are; carosello tondo massafra, fakous, pupuneddhra bianca, carosello leccese and painted serpent.",cucumber melon,Cucumis melo,[]
97,carrot juice,,,Daucus carota,[]
98,casaba melon,"These aren't as flavorful as other melons, but they have a fairly long shelf life. Since they have thick rinds, it's useless to smell them as a test for ripeness. Look instead at the color (it should be bright yellow), and then check to see if the blossom end yields to gentle pressure.",,Cucumis melo,"['Santa Claus melon', 'Cranshaw melon', 'Spanish melon', 'Sharlyn melon', 'cantaloupe']"
99,cascabel pepper - dried,These are nicknamed rattle chiles because the seeds rattle when you shake them. They're a rich brown color and moderately hot.,"bola chile, cascabel chile, chile bola, rattle chile",Capsicum annuum,"['guajillo chili ', 'pequin pepper dried', 'tepin dried', 'cayenne pepper dried']"
100,cashew apple,"This Brazilian fruit looks like a squishy apple with an odd-looking stem growing out of it. According to botanists, though, the grayish ""stem"" is actually the fruit, and it encloses the kidney-shaped cashew nut that we're familiar with. The cashew apple is the yellowish-orange part that's attached to the fruit. This fruit is juicy but somewhat astringent due to a high concentration of tannin. Be careful of the grayish substance that encloses the nut. It contains toxic oils.","caju, cajueiro, cashew fruit, marañon, merey",Anacardium occidentale,['mango']
101,Catarina chili dried,"This medium-hot Mexican chili is used to make tamales, marinades, stews and soups. It's got a fruity flavor with just a hint of tobacco.","Catarina pepper, chile cora, ladybug chile",Capsicum annuum,[]
102,cayenne pepper - fresh,"These are often used in Cajun recipes.  Green cayennes appear in the summer, while hotter red cayennes come out in the fall. They are very hot.","bird pepper, finger chili, ginnie pepper",Capsicum annuum,"['chile de árbol dried', 'Thai chili pepper - fresh', 'habanero - fresh', 'jalapeno pepper ', 'Serrano pepper  ', 'cascabel pepper - dried', 'pequin pepper dried', 'tepin dried', 'Holland chili', 'cherry pepper']"
103,cayenne pepper dried,"These are very hot, bright red chilies. Recipes that call for cayenne pepper are likely referring to a ground powder that goes by the same name, or possibly to the fresh version of the pepper.",Ginnie pepper,Capsicum annuum,"['chile de árbol dried', 'guajillo chili ']"
104,Cerignola olives,These sweet Italian olives are large enough to stuff. Black Cerignolas are softer than green Cerignolas.,Bella di Cerignola,Olea europaea,"['Lucque olives', 'Picholine olives']"
105,Charantais melon,This is reputed to be one of the best melon varieties of all.,French Charantais melon,"Cucumis melo, cantalupensis","['honeydew melon', 'cantaloupe']"
106,chayote,"This mild-flavored squash looks like a wrinkled, pale green pear.  It needs to be cooked before serving, and for a longer time than other summer squash.  You should peel a chayote before cooking it, but don't take the seed out--it's edible and tasty.  Cooked chayotes make good low-fat substitutes for avocados.","cho-cho, chocho, choko, christophene, christophine, chuchu, custard marrow, mango squash, mirliton (in the South), pear squash, pepinella, pepinello, sousous, vegetable pear, xoxo, xuxu",Sechium edule,"['zucchini', 'kohlrabi', 'summer squash', 'carrot', 'bell pepper']"
107,cherimoya,"This South American tropical fruit is shaped like a pine cone and has a gray-green, scaly skin. The soft white pulp inside has large black (inedible) seeds and tastes like a creamy blend of tropical flavors. Hard cherimoyas should be stored at room temperature until they give a little when squeezed, then they should be refrigerated until they're ready to serve.","chirimoya, custard apple, pawpaw (incorrectly)",,"['atemoya', 'sweetsop', 'pineapple']"
108,cherry,"There are three main categories of cherries:  sweet cherries, which are for eating out of hand, sour cherries, which are best suited for making pies, preserves, and sauces, and tart chokecherries.",,Prunus avium,['Stone Fruit']
109,cherry pepper,"Along with pepperoncini, this is a good pickling pepper. They are moderately hot, and range in color from orange to bright red.","bird cherry pepper, cherry bell pepper, cherry chile, cherry chili, Creole cherry pepper, hot cherry pepper, Hungarian cherry pepper, pimiento pepper, wiri-wiri",,"['cayenne pepper - fresh', 'pepperoncini']"
110,cherry tomato,"These are less than an inch in diameter, perfect for adding to salads or crudité platters, or grilling on skewers.  There are both red and yellow varieties.",,"Solanum lycopersicum, cerasiforme","['teardrop tomato', 'slicing tomato']"
111,chilaca pepper,"When dried, a chilaca pepper is called a pasilla chile. They are mild.",chile chilaca,Capsicum annuum,"['poblano pepper ', 'pasilla chili']"
112,Chilcostle chili,"This hard-to-find and moderately hot Mexican chili is used in soups, stews, tamales, and mole sauces. It imparts a yellowish color to dishes.",chile chilcosle,Capsicum annuum,[]
113,chile de árbol dried,"Unlike many chilies, these remain bright red even after drying, so they're a favorite for making chili wreaths. They're very hot and somewhat acidic. Don't confuse the dried version with the fresh or powdered versions, which go by the same name.","arbol chile, bird's beak chili, chile árbol, rat's tail chili, red chile","Capsicum annuum, De Árbol","['cayenne pepper dried', 'pequin pepper dried']"
114,Chilhuacle negro chile,This excellent Mexican chili is loaded with flavor but hard to find. It's used to make mole negro and bean dishes. It is moderately hot.,,Capsicum annuum,[]
115,Chinese dates (dried),"When fresh, these fruits are crisp like apples and have a mild, sweet flavor. In the United States, they're most often available dried. Chinese are different than middle eastern palm dates.","Chinese jujube (dried), Chinese red date, jujube (dried), red date, senjed",Ziziphus jujuba,"['dates', 'dried apple', 'prune', 'raisins']"
116,Chinese dates (fresh),"These are usually dried, but you can sometimes find fresh dates in late summer and fall. When you get them home, let them ripen on the counter for awhile until they become soft and sweet. Chinese are different than middle eastern palm dates.",jujube,Ziziphus jujuba,"['apple', 'prune']"
117,Chinese eggplant,"Compared to the familiar American eggplant, Chinese eggplants have thinner skins, a more delicate flavor, and not as many of the seeds that tend to make eggplants bitter.",qiézi,Solanum melongena,"['Japanese eggplant', 'Italian eggplant']"
118,chipotle negro chile,"These are darker, milder versions of the chipotle chile.","black chipotle, chipotle mora, mora, red-black chipotle",,['chipotle pepper ']
119,chipotle pepper ,"These dried and smoked jalapeño peppers lend a wonderful, complex flavor to sauces. They're usually rehydrated and canned in adobo sauce, but you can also buy them dried in cellophane bags. They are medium hot.","chile seco, jalapeno pepper dried, meco, smoked jalapeno pepper","Capsicum annuum, jalapeño","['jalapeno pepper ', 'morita pepper', 'mora chili', 'ancho chili']"
120,chokecherry,"These are too tart for most people to eat out of hand, but they make delicious preserves.","bitter-berry, Virginia bird cherry",Prunus virginiana,"['sour cherry', 'cranberry']"
121,citron,"This resembles a large, bumpy lemon. Its thick rind is used to make marmalade, and its zest is a close substitute to lemon zest.","cedro, yuzu",Citrus medica,['lemon']
122,clam juice,,clam nectar,,"['fish broth', 'water']"
123,cloudberry,Both the color and flavor of these Scandinavian berries pale in comparison to the raspberry.,"averin, bakeapple, knotberry, low-bush salmonberry, nordic berry",Rubus chamaemorus,['raspberry']
124,cloudberry preserves,These preserves are sweet and somewhat mild. Look for them in Scandinavian markets.,,Rubus chamaemorus,"['loganberry jam', 'gooseberry preserves']"
125,coconut,"The most common form of coconut in markets is the dry coconut, with a hard brown shell surrounding firm coconut meat with liquid in the center.  Green coconuts = water coconuts are young coconuts with very soft meat inside.  They're more often found in the tropics.   Select coconuts that are free of cracks or mold, that are heavy for their size, and that have lots of water in them when you shake them.  To crack one, hit it along its equator with a blunt instrument, pouring off the water when the first crack appears.",,Cocos nucifera,"['Brazil nut', 'macadamia nut']"
126,coconut juice,,nam katee,Cocos nucifera,['water']
127,Comice pear,"These juicy pears are considered to be the best for eating out of hand, but they're very expensive.",,Pyrus communis,"['Anjou pear', 'Bartlett pear', 'Asian pear']"
128,Concord grapes,These dark purple grapes have large seeds. They are tangy and sweet. It is often used to make grape jelly.,,Vitis labrusca,['flame seedless grapes']
129,Cortland apple,"These are all-purpose apples. Since their flesh is slow to brown after it's cut, Cortland apples are especially good in salads. If substituting another variety in a salad, dip it in acidulated water first to keep it from darkening.",,Malus domestica,"['Braeburn apple', 'Fuji apple', 'honeycrisp apples', 'Jonathan apple']"
130,Costeño Amarillo,"This yellow Mexican chili is used to make soups, stews, and mole sauces. It's fruity and moderately hot and somewhat hard to find.","bandeño, chile costeño, Costeno amarillo ",Capsicum annuum,['guajillo chili ']
131,Cotton Candy™ grapes,These are sweet seedless white table grapes. Some think they taste like cotton candy.,,,"['Thompson seedless grapes', 'flame seedless grapes']"
132,cousa squash,"This Middle-Eastern summer squash looks a lot like spaghetti squash, only it has a thin, edible skin. It's similar to zucchini, but its larger size makes it a natural for stuffing.","couza squash, kousa",,['zucchini']
133,crab apple,"These small apples are too tart to eat raw, but they're loaded with pectin and make great jams and jellies.","crabapple, crabtrees, wild apples",Malus sylvestris,['quince']
134,cracked Provencal,These aromatic  green olives are marinated in a solution with herbes de Provence.,cracked Provençal,Olea europaea,[]
