,Name,Description,Also known as,Scientific name,Substitutions
19,beef arm steak,"This is a steak cut from an arm roast. It's too tough to grill or broil, but it's very tasty if you braise it.","arm chuck steak, arm steak, arm Swiss steak, round bone steak, round bone Swiss steak",Bos taurus,"['beef 7-bone steak', 'beef under blade steak', 'beef shoulder steak']"
20,beef back ribs,"These aren't very meaty, but the ribs are long and fun to eat. They come in slabs containing several ribs. Grill the whole slab, then cut them into individual ribs when you serve them. Allow 1/2 to 1 pound per person.","back ribs, barbecue beef ribs, rib bones, Texas ribs",Bos taurus,['pork spareribs']
21,beef blade roast,"This makes a good pot roast, but it's too tough to cook using dry heat","blade chuck roast, blade pot roast, blade roast",Bos taurus,"['beef arm roast', 'beef cross rib roast', 'beef brisket']"
22,beef bones,These are usually boiled with other ingredients to make a flavorful soup base.  The meatier the better.,"beef bones, beef soup bones",Bos taurus,"['beef shank', 'beef short ribs']"
23,beef bottom round,The bottom round is usually divided into two smaller cuts: the bottom round roast and the rump roast.,bottom round,Bos taurus,"['beef arm roast', 'beef shoulder roast']"
24,beef bottom round roast,"These roasts are cut from the bottom round. Some people roast them in the oven, but they're a bit tough and work better as pot roasts.",bottom round roast,Bos taurus,"['beef rump roast', 'beef arm roast', 'beef shoulder roast']"
25,beef brisket,"Northerners like to use the brisket to make corned beef, but Southerners often prefer to barbecue it because they like the way the meat pulls apart into tender, juicy strands. Briskets are usually sold boneless, and often cut into two parts: the flat cut = flat half = first cut = thin cut and the fattier and cheaper point cut = point half = front cut = thick cut.","brisket, first cut, flat cut, flat half, front cut, point cut, point half, thick cut, thin cut",Bos taurus,"['beef rump roast', 'beef bottom round roast']"
26,beef chuck eye,"This is one of the more tender cuts from the chuck section, so you can cook it in liquid or roast it in the oven. A steak cut from this roast is called a chuck eye steak.","chuck eye, chuck filet, chuck fillet, chuck tender, mock tender, Scotch tender",Bos taurus,['beef top blade pot roast']
27,beef chuck eye steak,"This steak isn't bad, considering it's a chuck steak.   In fact, it's tender enough to grill or broil, provided that you marinate it overnight first.","beauty steak, chuck eye steak, chuck filet steak, chuck fillet steak, chuck tender steak, fish steak",Bos taurus,"['beef top blade steak', 'beef eye round steak', 'beef top sirloin steak', 'beef round tip steak']"
28,beef chuck steak,"Chuck steaks comes from the neck and shoulder of the beef, and they tend to be chewy but flavorful and inexpensive. Most of them are too tough to grill, broil, or pan-fry--it's better to braise them or cut them up as stew meat. If you must grill one, make sure you marinate it overnight first.",chuck steak,Bos taurus,"['beef round steak', 'beef T-bone steak']"
29,beef club steak,"Think of this as a T-bone steak without any of the choice tenderloin muscle in it. These steaks are sometimes also called Delmonico steaks, though that name is more often used for rib-eye steaks. To add to the confusion, rib steaks are sometimes called club steaks.","club steak, Delmonico steaks",Bos taurus,"['beef top loin steak', 'beef rib steak']"
30,beef coulotte steak,"This is a small, boneless steak cut from the sirloin. It's got good flavor, but it's a bit tougher than other steaks so you might want to marinate before cooking it.","coulotte steak, culotte steak, culottes steak, top sirloin cap steak",Bos taurus,['beef sirloin steak']
31,beef cross rib roast,"If boneless, this is sometimes called an English roll.  This makes a fine pot roast, but it's too tough to roast with dry heat.","beef chuck cross rib pot roast, Boston cut, bread and butter cut, cross rib pot roast, cross rib roast, English cut roast, English roast, English roll, thick rib roast",Bos taurus,"['beef arm roast', 'beef 7-bone pot roast']"
32,beef cube steak,"This is a relatively tough cut of meat that the butcher tenderizes by turning it almost into hamburger.  In some parts of the country, a minute steak is a small, thin sirloin steak.",cube steak,Bos taurus,['ground beef']
33,beef eye round roast,"This boneless roast looks like a choice tenderloin, but it's much tougher. It's best to cook it very slowly using moist heat. A steak cut from this roast is an eye round steak.","eye of the round, eye round roast",Bos taurus,['beef rump roast']
34,beef eye round steak,"This is a small, boneless steak cut from an eye round roast. It's tough, so it's sometimes cut into stew meat or processed into cube steak. It's also good braised, but it will require the tenderizing effects of a marinade if you want to grill or broil it. If cut thinly, this steak is sometimes called a breakfast steak = wafer steak = sandwich steak = minute steak.","breakfast steak, eye of round steak, eye round steak, eye steak, minute steak, sandwich steak, wafer steak",Bos taurus,"['beef top blade steak', 'beef top sirloin steak', 'beef round tip steak']"
35,beef filet mignon,"These are cut from the tenderloin, and they're the most tender steaks you can buy, though not the most flavorful.  American butchers usually call all  tenderloin steaks filets mignons, but the French reserve the name for just the cuts at the small end of the tenderloin, which is the best part.  As they move away from the filet mignon, the French call their cuts tournedos, filet steak, châteaubriand, and bifteck.  American butchers confuse matters even more by sometimes calling top sirloin steaks châteaubriands.  Don't marinate these steaks and don't cook them beyond medium rare.","bifteck, châteaubriand, filet mignon, filet steak, fillet de boeuf, fillet steak, tender steak, tenderloin steak, tournedos",Bos taurus,"['beef top sirloin steak', 'beef Porterhouse steak']"
36,beef flank steak,"This is a lean, flat cut that's fairly tender and extremely flavorful.  Properly marinated, it's a wonderful steak to grill or broil, but don't overcook it or it will become very tough.  Before serving, cut the steak into thin slices at a slant against the grain.",flank steak,Bos taurus,"['beef skirt steak', 'beef top round roast', 'beef tri-tip roast']"
37,beef hanger steak,"This is the part of the diaphragm that hangs between the last rib and the loin.   It's often ground in hamburger (or butchers just take it home), but some people claim that its grainy texture and intense flavor make it a first-rate steak (if marinated first).   It's better known in France than in the United States, so you'll probably have to ask your butcher to set one aside for you.","butcher's steak, butcher's tenderloin, hanger steak, hanging tender, onglet",Bos taurus,"['beef skirt steak', 'beef flank steak']"
38,beef heart,"Beef heart is too tough to be sautéed or grilled, but it becomes very tender and delicious if cooked slowly using moist heat.  You can buy it sliced or whole.",,Bos taurus,"['veal heart', 'lamb heart', 'pork heart']"
39,beef jerky,"These chewy strips of dried beef don't need refrigeration, so they're popular snacks for hikers and travelers.  The biggest drawbacks are that they're high in sodium, calories, and price.",,Bos taurus,"['turkey jerky', 'dulse']"
40,beef kidney,"Beef kidneys are tougher than lamb or veal kidneys, so they need to be cooked slowly using moist heat, say by braising them or adding them to a stew.  To prepare them, first cut off the outer membrane, then cut them lengthwise to expose a white blob of fat in the middle, which should be discarded.  Next, soak the kidney in acidulated water or buttermilk for about an hour.  This will make the flavor much more mild.",,Bos taurus,"['pork kidneys', 'lamb kidneys', 'veal kidneys']"
41,beef liver,"Compared to calf's liver, this is a bit tougher and less delicately flavored, but it's quite good if you're careful not to overcook.  It should still be pink in the middle when it's done.",,Bos taurus,"['calf liver', 'lamb liver', 'pork liver']"
42,beef London broil,"This is the name of a finished dish, not a cut of meat, but butchers sometimes assign the name ""London broil"" to the following cuts: flank steak, top round steak, or top blade steak. Each would work well in a London broil recipe.",London broil,Bos taurus,"['beef flank steak', 'beef top round steak', 'beef top blade steak']"
43,beef minute steak,"In some parts of the country, a minute steak is a small, thinly sliced, boneless sirloin steak. In others, it's a thinly sliced eye of round steak. In still others, it's a cube steak.",minute steak,Bos taurus,"['beef filet mignon', 'beef cube steak', 'beef top loin steak']"
44,beef oxtail,Cooks use these to make oxtail soup.  Each oxtail weighs about 2 pounds.,oxtail,Bos taurus,"['beef shank', 'beef short ribs']"
45,beef Porterhouse steak,Many believe these to be the best of all steaks.  They include parts of two muscles:  the flavorful top loin and the buttery soft tenderloin.   It's best to grill or broil them without marinating.,Porterhouse steak,Bos taurus,"['beef T-bone steak', 'beef club steak', 'beef rib steak', 'beef top loin steak']"
46,beef pot roast,"These are economical roasts that are too tough to be oven roasted, but they become tender if cooked in a liquid for several hours.  Several cuts work well as pot roasts, particularly the 7-bone pot roast, arm roast, blade roast, chuck eye, cross rib roast, shoulder roast, top blade pot roast, under blade pot roast, bottom round roast, eye round roast, and rump roast.",pot roast,Bos taurus,"['beef cross rib roast', 'beef shoulder roast', 'beef rib roast', 'veal rib roast']"
47,beef rib roast,"The entire rib section includes seven ribs, but it's usually cut into smaller chunks.  Each rib will feed about two people, so if you're feeding, say, six people, you should get a three-rib roast.  You can buy this cut as a standing rib roast, with the bones left in, or as a rolled rib roast, which is boned, then rolled and tied.  The nice thing about a standing rib roast is that it can stand by itself in the oven pan without a rack, plus the bones provide added flavor.  A large end rib roast  is cut from the part of the rib section nearest the chuck, so the steaks are bigger but tougher.  The small end rib roast = sirloin tip roast includes the ribs next to the choice loin section, so the meat's more tender and lean.  If the short ribs are lopped off of a rib roast, you get a half standing rib roast.   A steak cut from a rib roast is called a rib steak.","half standing rib roast, large end rib roast, rib roast, rib steak, rolled rib roast, sirloin tip roast, small end rib roast, standing rib roast",Bos taurus,"['beef rib-eye roast', 'veal rib roast', 'beef top loin', 'beef tenderloin roast']"
48,beef rib steak,"Rib steaks are cut from rib roast, and shouldn't be confused with rib-eye steaks, which have less fat and bone.  Rib steaks are sometimes called club steaks, though that name is usually reserved for a different cut from the loin.","entrecote, rib steak",Bos taurus,"['beef club steak', 'beef rib-eye steak']"
49,beef rib-eye roast,"The juicy rib-eye comes from the same muscle that gives us those exquisite top loin and top sirloin cuts. This cut can be roasted to make a boneless version of a rib roast, or cut into individual steaks, called rib-eye steaks. Rib-eye roasts are very tender, well marbled with fat, and fairly expensive.","Delmonico roast, rib-eye roast",Bos taurus,"['beef tenderloin roast', 'beef rib roast']"
50,beef rib-eye steak,"Rib-eye steaks are very tender, well marbled with fat, and fairly expensive.  They're usually boneless, but you can sometimes find bone-in rib-eye steaks.  Note that club steaks are also sometimes called Delmonico steaks.","beauty steak, Delmonico steak, fillet steak, market steak, rib-eye steak, Spencer steak",Bos taurus,"['beef club steak', 'beef Porterhouse steak', 'beef T-bone steak']"
51,beef roast beef,"Several cuts are well suited to oven roasting. The most elegant choice is a tenderloin roast, which is lean and tender, but very expensive. A rib roast (sometimes called a prime rib roast) isn't as lean and tender, but it's juicier and more flavorful. A good compromise between the two would be a rib-eye roast, which is basically a boneless, low-fat rib roast. Other candidates for roast beef are a top loin roast, top sirloin butt roast, tri-tip roast, round tip roast, and rump roast. Don't assume that anything with ""roast"" in its name will work as roast beef. Some roasts are intended for pot roast recipes, for it takes hours of cooking in a liquid to make them tender enough for civilized consumption.",roast beef,Bos taurus,"['beef tenderloin roast', 'beef rib-eye roast', 'beef pot roast', 'beef top round roast', 'beef top sirloin butt roast', 'beef tri-tip roast', 'beef round tip roast']"
52,beef round steak,"Round steaks are very lean, but they're not as tender and juicy as other cuts.  They're usually broiled, braised, or cooked in a liquid.",round steak,Bos taurus,['beef top round steak']
53,beef round tip roast,"This roast is just a cut away from the sirloin, so it's tender enough to be oven roasted or cut up into kabobs. If the roast is trimmed of some fat and muscle, it's called a trimmed tip roast = ball tip roast.","ball tip roast, round tip roast, sirloin tip roast, tip roast, tip sirloin roast, trimmed tip roast",Bos taurus,"['beef tri-tip roast', 'beef rump roast']"
54,beef round tip steak,"This is a steak cut from an untrimmed round tip roast. If the steak is cut from a trimmed roast, it's called a trimmed tip steak = ball tip steak. If you first marinate them overnight, you can grill, broil, or pan-fry these steaks. If not, your best bet is to braise them or cut them into stew meat.","ball tip steak, round tip steak, trimmed tip steak",Bos taurus,"['beef top blade steak', 'beef top sirloin steak', 'beef eye round steak']"
55,beef rump roast,"This is cut from the bottom round.  A rump roast with the bone left in is called a standing rump roast.  Some people roast these in the oven, but they're a bit tough and work better as pot roasts.","rump roast, standing rump roast",Bos taurus,"['beef bottom round roast', 'beef arm roast', 'beef shoulder roast']"
56,beef shank,"This isn't a tender cut, but it's rich in flavor and great for making soups.",beef shank,Bos taurus,"['veal shank', 'stew beef', 'beef short ribs']"
57,beef short loin,"The loin is divided into two main parts: the short loin, which includes the choice tenderloin and top loin, and the sirloin, which lies closer to the rump. Since the muscles in the short loin don't get much of a workout, the meat there is very tender.",short loin,Bos taurus,"['beef tenderloin roast', 'beef top loin', 'beef sirloin steak']"
58,beef short ribs,"These are rectangular sandwiches of fat, meat, and bone that are often cut into three-inch sections.  They're very flavorful, but tough and fatty, so they're best if slowly braised.  You can also grill them over low heat, but the dripping fat tends to cause flare-ups.  To prevent this, either braise the ribs first or put a drip pan under them.  Short ribs are sold either boneless or bone-in.  If the cut is made across the ribs instead of between the ribs, the result is called flanken style ribs = kosher ribs = brust flanken = flanken short ribs.  Chuck short ribs are tougher but less fatty than the short ribs taken from the underside of the carcass.","barbecue ribs, braising ribs, brust flanken, chuck short ribs, English short ribs, flanken, flanken short ribs, flanken style ribs, kosher ribs, short ribs",Bos taurus,['beef back ribs']
59,beef shoulder roast,"This boneless cut is located right behind the arm roast on the carcass. It's rather tough, so it's usually cooked in a liquid.","English roast, shoulder pot roast, shoulder roast",Bos taurus,"['beef arm roast', 'beef bottom round', 'beef cross rib roast']"
60,beef shoulder steak,"This makes for a fairly tough steak, but you can grill or broil it provided that you first marinate it overnight. It's even better braised.","clod steak, English steak, shoulder steak",Bos taurus,"['beef top blade steak', 'beef chuck eye steak']"
61,beef sirloin steak,"The sirloin is near the rump, so the meat's a bit tougher than cuts from the loin or the rib.  There are several different sirloin steak cuts, named for shape of the hip bone that's left in them.  Going from fore to aft, there's  the tender but bony pin bone sirloin, which is right next to the Porterhouse on the carcass, the flat bone sirloin, the round bone sirloin, and finally the wedge bone sirloin, which is closest to the rump and therefore least tender.  A boneless sirloin steak is sometimes called a rump steak = butt steak.  Sirloin steaks are usually grilled or broiled.  Don't overcook them or they'll lose much of their flavor.","butt steak, flat bone sirloin, pin bone sirloin, round bone sirloin, rump steak, sirloin steak, wedge bone sirloin",Bos taurus,"['beef round steak', 'beef top sirloin steak', 'beef flank steak', 'beef T-bone steak', 'beef top loin steak', 'beef Porterhouse steak']"
62,beef skirt steak,"These look like thick-grained flank steaks, and they're the cut of choice for making fajitas.  Since they're marbled with fat, they also make for very juicy steaks.  It's best to pound them flat, marinate briefly, then cook them over high heat","beef plate skirt steak, fajita meat, Philadelphia steak, skirt steak",Bos taurus,"['beef flank steak', 'beef hanger steak']"
63,beef T-bone steak,"Named for its distinguishing T-shaped bone, this choice cut is almost identical to a Porterhouse steak, only it doesn't have as much of the tenderloin muscle in it.  It's usually grilled or broiled.",T-bone steak,Bos taurus,"['beef Porterhouse steak', 'beef club steak', 'beef sirloin steak', 'beef top loin steak', 'beef rib-eye steak']"
64,beef tenderloin roast,"This is the most tender portion of the entire carcass, and you'll pay dearly for it. You can cut it into steaks, or make a heavenly roast beef out of it. Take care not to overcook it, because it dries out easily.","filet mignon roast, tenderloin roast, tenderloin tip roast, whole tenderloin roast",Bos taurus,"['beef rib-eye roast', 'beef rib roast', 'beef top loin', 'beef top sirloin butt roast']"
65,beef top blade pot roast,"This is both literally and figuratively a cut above the tougher under blade pot roast.  Meat from the top blade often is made into a pot roast, or cut up, marinated, and used for fajitas.  A steak cut from the top blade pot roast is called a top blade steak.","flat iron roast, lifter roast, puff roast, top blade pot roast, triangle roast",Bos taurus,"['beef 7-bone pot roast', 'beef under blade pot roast']"
66,beef top blade steak,"Though a lowly chuck steak, this cut is tender enough to grill, broil, or pan-fry, as long as you marinate it first. If you don't mind cutting around some gristle, this is an economical and flavorful steak. It's also great for making fajitas.","book steak, butler steak, flat iron steak, lifter steak, petite steak, top blade steak, top chuck steak",Bos taurus,"['beef eye round steak', 'beef top sirloin steak', 'beef round tip steak']"
67,beef top loin,"These are usually cut into top loin steaks, but a whole or half top loin is also a good candidate for roast beef.","strip loin, top loin",Bos taurus,"['beef tenderloin roast', 'beef rib-eye roast', 'beef rib roast', 'beef top sirloin butt roast', 'beef tri-tip roast']"
68,beef top loin steak,"Think of these as Porterhouse or T-bone steaks that have been stripped of the choice tenderloin portion.  They're flavorful and fairly expensive cuts.  A boneless top loin steak is called a shell steak, and a very thick shell steak is sometimes called a shell roast.","ambassador steak, club sirloin steak, contrefilet, hotel cut strip steak, hotel steak, Kansas City steak, Kansas City strip steak, New York sirloin steak, New York steak, New York strip steak, shell roast, shell steak, strip loin steak, strip sirloin steak, strip steak, top loin steak",Bos taurus,"['beef club steak', 'beef sirloin steak', 'beef T-bone steak', 'beef Porterhouse steak']"
69,beef top round roast,"This is a fairly tender piece of meat compared to other cuts from the round section. It's also one of the leanest. A thick steak cut from a top round roast is called a top round steak, while a thinner steak is simply called a round steak.",top round roast,Bos taurus,"['beef round tip roast', 'beef flank steak']"
70,beef top round steak,"These are thick steaks cut from the top round. They're usually broiled, braised, or cooked in a liquid. A London broil is name of a finished dish, but this cut is sometimes given that name.","butterball steak, London broil, top round steak",Bos taurus,"['beef flank steak', 'beef round steak']"
71,beef top sirloin butt roast,This is a good cut for making roast beef.,top sirloin butt roast,Bos taurus,"['beef rib-eye roast', 'beef top loin']"
72,beef top sirloin steak,"Some top sirloin steaks are wonderfully juicy and flavorful but others are mediocre, so this is a risky steak to buy.  Don't confuse this with an ordinary sirloin steak, which includes a bone.  American butchers call a thick top sirloin steak a chateaubriand, although the French reserve that term for a much better cut from the tenderloin","chateaubriand, top sirloin steak",Bos taurus,"['beef flank steak', 'beef tri-tip steak']"
73,beef tri-tip roast,"This is a very flavorful cut that's great for barbecuing as long as you take pains to keep the meat from getting too tough.   The trick is to not trim the fat until the roast is cooked so that the juices can tenderize the meat.  When it's done, slice it thinly against the grain.  This cut is popular in California, but you might have trouble finding it elsewhere.  A steak cut from this roast is called a tri-tip steak.","beef loin tri-tip roast, sirloin tri-tip roast, tri tip roast, tri-tip roast, triangle-tip roast",Bos taurus,['beef top loin']
74,beef tri-tip steak,These steaks are cut from a tri-tip roast.,tri-tip steak,Bos taurus,"['beef sirloin steak', 'beef flank steak']"
75,beef under blade pot roast,"his cut is tougher than a top blade pot roast, but it's flavorful and economical. It makes a fine pot roast, but it's too tough to roast with dry heat.  A steak cut from this is called an under blade steak.","bottom chuck roast, California roast, under blade pot roast, under-cut roast",Bos taurus,"['beef 7-bone pot roast', 'beef top blade pot roast']"
76,beef under blade steak,"This is a steak cut from an under blade roast.  It's not tender enough to grill, broil, or fry, but it's quite flavorful if braised.","bottom chuck steak, California steak, under blade steak",Bos taurus,"['beef top blade steak', 'beef arm steak']"
77,bierwurst,"This is a chunky, tubular German sausage that's usually sliced and served cold in sandwiches.  It's made with pork and beef.","beer salami, beerwurst",,"['krakauer', 'bierwurst', 'jagdwurst', 'bologna']"
78,bighorn sheep,,,Ovis canadensis,"['antelope', 'venison', 'Beef']"
79,biltong,"This South Africa's spicy version of beef jerky.  It's often made with game animals, like wildebeests and zebras.",,,['beef jerky']
80,black chicken,Many Asians believe that soup made from black chicken has medicinal properties that are especially helpful to women.,"black-boned chicken, Silky chicken, Taihe chicken",Gallus gallus domesticus,['chicken']
81,Black Forest ham,"This moist German ham is smoked over pine and fir, and coated with beef blood to give it a black exterior.",,Sus scrofa domesticus,"['country ham', 'Westphalian ham', 'prosciutto']"
82,blockwurst,This is a spicy German pork sausage that's usually served in sandwiches.  It comes ready-to-eat.,,Sus scrofa domesticus,"['summer sausage', 'bierwurst']"
83,blood,"Asian markets carry this.  Europeans use it to make blood pudding, while Filipinos use it to make dinuguan, a stew.",,,[]
84,blood sausage,"These eggplant-colored sausages are made of pig's blood mixed with fat, a filler like bread crumbs, and other flavorings that vary from region to region.  They're usually sold precooked, but most people heat them before serving.  Regional varieties include Germany's blutwurst, Louisiana's boudin rouge, and Spanish morcilla.","black pudding, black sausage, blood pudding, blutwurst, boudin noir, boudin rouge, morcilla",Sus scrofa domesticus,"['zungenwurst', 'boudin blanc']"
85,blutwurst,"This is a spicy and salty German blood sausage made from pork, beef, and beef blood.  Germans like to snack on it, or mix it with sauerkraut.  It comes already cooked, but it's usually heated before being served.",,,['blood sausage']
86,boar,"Boar meat is similar to pork, only leaner, redder, and stronger-tasting. Make sure you cook it thoroughly--it's possible to contract trichinosis from undercooked boar meat.","wild boar, wild pig, wild swine",Sus scrofa,['Pork']
87,bockwurst,"This is a mild German sausage made with veal, pork, milk, and eggs, and seasoned with chives and parsley.  You need to cook it before serving.  Use it soon after you buy it--it's very perishable.",,,"['banger', 'bratwurst', 'hot dog', 'weisswurst']"
88,boerewors,"This is a spicy South African farmer's sausage, made with beef, pork, and pork fat, and seasoned with coriander.  You need to cook it before serving.","boerewurst, boeries, wors",,['bratwurst']
89,bologna,"This soft, mild sausage is a sandwich staple.  It's made from beef and/or pork and usually smoked.  It's usually sold sliced and ready-to-eat.",,,['mortadella']
90,Boston butt,"This economical, rectangular roast is the cut of choice for pulled pork barbecue, since it's marbled with enough fat to keep the meat moist while cooking.  You can buy it bone-in or boneless.","Boston roast, Boston shoulder, Boston-style butt, Boston-style shoulder, fresh pork butt, pork butt roast, pork shoulder Boston butt",Sus scrofa domesticus,"['pork arm picnic', 'pork center loin roast']"
91,boudin blanc,"This is a white sausage made of meat (pork, chicken, or veal) and rice.  France produces a very delicate milk-based version, while the Cajun version includes a lot of rice as a filler, making it chewier and more flavorful.",,,"['weisswurst', 'bratwurst']"
92,boudin rouge,"This Cajun specialty is similar to boudin blanc, except that it also includes pork blood.  Use it soon after you buy it.",red boudin,,"['blood sausage', 'boudin blanc', 'blutwurst']"
93,brains,"Even adventurous eaters often draw the line at brains, and it's just as well, since they're loaded with cholesterol. Those who do eat them often scramble them with eggs.  It's very important that brains be fresh, so either cook them or freeze them the day you buy them.",,,['sweetbreads']
94,bratwurst,"This is made with pork and sometimes veal, and seasoned with subtle spices.   It usually needs to be cooked before eating, though some markets carry precooked bratwurst.",,,"['weisswurst', 'boudin blanc', 'bockwurst']"
95,breakfast sausage patty,These pork patties are heavily seasoned.  They're usually fried before serving.,,Sus scrofa domesticus,"['chorizo, Mexican']"
96,bresaola,"A specialty of Northern Italy, this air-dried beef is moist and very lean.  It's normally sliced paper thin and used much like prosciutto",,Bos taurus,"['bunderfleisch', 'prosciutto']"
97,buffalo,"Buffalo meat tastes like beef, but it's a lot leaner. To keep tender cuts from drying out, cook them to no more than medium rare. Tougher cuts should be cooked very slowly over low heat.",bison,Bison bison,['Beef']
98,bunderfleisch,This air-dried beef is a Swiss delicacy.  It's much more delicate that ordinary beef jerky.,bündner fleisch,Bos taurus,"['bresaola', 'prosciutto']"
99,Calabrese sausage,This spicy dry Italian salami is made out of pork and hot chile peppers.,,Sus scrofa domesticus,"['salami', 'pepperoni']"
100,calf liver,These are highly prized for their sweet flavor.,"calf's liver, calves' liver, veal liver",Bos taurus,"['lamb liver', 'chicken liver', 'beef liver', 'pork liver']"
101,Canadian bacon,Canadian bacon tastes like ham and is much leaner than American bacon.  It's made from pork loin that's been smoked and cured.  Note that Irish bacon is also sometimes called back bacon.,"back bacon, bacon",Sus scrofa domesticus,"['Irish bacon', 'ham', 'pancetta', 'bacon']"
102,canned ham,"These are boneless hams that are sealed in a can and then cooked. They're not as flavorful as other kinds of ham, and they have a higher moisture content, which makes them more perishable. Store the unopened can in the refrigerator until you're ready to use it, and use leftovers within a week.",spam,Sus scrofa domesticus,"['sliced ham', 'Canadian bacon']"
103,capocolla,"Italian in origin, this is a sometimes spicy dry-cured pork shoulder.","capacola, capacolla, capacollo, capicola, capocollo",Sus scrofa domesticus,"['prosciutto', 'bresaola']"
104,carne seca,"This is a Hispanic (or in the case of tasajo, Caribbean) version of beef jerky that involves soaking strips of meat in a spicy marinade, and then drying it in the sun, in a smoker, or in an oven.",tasajo,Bos taurus,"['beef jerky', 'turkey jerky']"
105,chaurice,"This spicy pork sausage is used in jambalaya and other Creole and Cajun dishes.  It's available either in links or patties, but it's hard to find outside of Louisiana.",,Sus scrofa domesticus,['andouille']
106,chicken,"Chicken is a relatively lean and inexpensive meat, so it's a culinary workhorse.   Broiler-fryers = fryers = broilers are between 2 1/2 and 5 pounds, and can be broiled, roasted, or fried. They're not good for stewing.  Stewing chickens are tougher and best used, as their name suggests, in stews and soups.  Capons are castrated male chickens that are large (between 5 and 10 pounds) and tender, and have relatively more white meat.  They're great for roasting. ","broiler, Broiler-fryer, Capon, fryer, Stewing chicken",Gallus gallus domesticus,"['turkey', 'Cornish game hen', 'tofu']"
107,chicken breast,,,Gallus gallus domesticus,['turkey']
108,chicken liver,"Like calf's liver, these are highly prized for their exquisite flavor.",,Gallus gallus domesticus,"['calf liver', 'pork liver']"
109,Chinese ham,This category includes the well-regarded Yunnan ham = Xuanwei ham. Chinese hams are dry-cured and resemble American country hams.,"Xuanwei ham, Yunnan ham",Sus scrofa domesticus,"['country ham', 'prosciutto', 'Westphalian ham', 'Ardennes ham', 'Serrano ham', 'Bayonne ham']"
